id,term
cA14.,Singulair Paediatric 5mg chewable tablet
cA15.,Singulair Paediatric 4mg chewable tablet
cA16.,Singulair Paediatric 4mg/sachet granules
cA1y.,Montelukast 4mg/sachet granules
cA1z.,Montelukast 4mg chewable tablet
cA2..,Zafirlukast
cA21.,Zafirlukast 20mg tablet
cA22.,Accolate 20mg tablet
dh8..,Hyoscine hydrobromide [central nervous system use]
dh81.,Hyoscine hydrobromide 300micrograms tablet
dh82.,Hyoscine 600micrograms tablets
dh83.,Hyoscine [CNS] 400microgram/1ml injection
dh84.,Hyoscine [CNS] 600microgram/1ml injection
dh85.,Scopoderm TTS transdermal patch
dh86.,Hyoscine 500micrograms/72hours transdermal patch
dh87.,Hyoscine 1.5mg transdermal patch
dh88.,Scopoderm 1.5mg transdermal patch
dh89.,KWELLS 300micrograms tablets
dh8A.,KWELLS KIDS 150micrograms tablets
dh8B.,HYOSCINE HYDROBROMIDE 150micrograms tablets
dh8C.,JOY-RIDES 150micrograms chewable tablets
dn2..,Beclamide
dn21.,Nydrane 500mg tablet
dn2z.,Beclamide 500mg tablet
dr...,Parkinsonism-anticholinergics
dr1..,Trihexyphenidyl hydrochloride
dr11.,Benzhexol 2mg tablets
dr12.,Benzhexol 5mg tablets
dr13.,Artane 2mg tablet
dr14.,Artane 5mg tablet
dr15.,Artane 5mg m/r capsule
dr16.,Artane powder
dr17.,Bentex 2mg tablet
dr18.,Bentex 5mg tablet
dr19.,Broflex 5mg/5mL syrup
dr1A.,Trihexyphenidyl 2mg/5mL s/f oral solution
dr1w.,Trihexyphenidyl hydrochloride 2mg tablet
dr1x.,Trihexyphenidyl hydrochloride 5mg tablet
dr1y.,Benzhexol hydrochloride 5mg m/r capsule
dr1z.,Trihexyphenidyl hydrochloride 5mg/5mL syrup
dr2..,Orphenadrine hydrochloride
dr21.,Biorphen 25mg/5mL elixir
dr22.,Disipal 50mg tablet
dr23.,Disipal 40mg/2mL injection
dr2w.,Orphenadrine hydrochloride 50mg/5mL syrup
dr2x.,Orphenadrine hydrochloride 25mg/5mL oral liquid
dr2y.,Orphenadrine hydrochloride 50mg tablet
dr2z.,Orphenadrine 40mg/2mL injection
dr3..,Benzatropine mesylate
dr31.,Cogentin 2mg tablet
dr32.,Cogentin 2mg/2mL injection
dr3y.,Benzatropine mesylate 2mg tablet
dr3z.,Benzatropine mesylate 2mg/2mL injection
dr4..,Biperiden
dr41.,Akineton 2mg tablet
dr42.,Akineton 5mg/1mL injection
dr4y.,Biperiden hydrochloride 2mg tablet
dr4z.,Biperiden lactate 5mg/1mL injection
dr5..,Methixene hydrochloride
dr51.,Tremonil 5mg tablet
dr5z.,Methixene HCl 5mg tablet
dr6..,Procyclidine hydrochloride
dr61.,Arpicolin 2.5mg/5mL syrup
dr62.,Arpicolin 5mg/5mL syrup
dr63.,Kemadrin 5mg tablet
dr64.,Kemadrin 10mg/2mL injection
dr65.,Muscinil 5mg tablet
dr6w.,Procyclidine hydrochloride 2.5mg/5mL sugar free syrup
dr6x.,Procyclidine hydrochloride 5mg/5mL sugar free syrup
dr6y.,Procyclidine hydrochloride 5mg tablet
dr6z.,Procyclidine hydrochloride 10mg/2mL injection
dy...,Central acetylcholinesterase inhibitor
dy1..,Donepezil hydrochloride
dy11.,Donepezil hydrochloride 5mg tablet
dy12.,Donepezil hydrochloride 10mg tablet
dy13.,Aricept 5mg tablet
dy14.,Aricept 10mg tablet
dy15.,ARICEPT EVESS 5mg oro-dispersible tablets
dy16.,ARICEPT EVESS 10mg oro-dispersible tablets
dy1y.,DONEPEZIL HYDROCHLORIDE 10mg oro-dispersible tablets
dy1z.,DONEPEZIL HYDROCHLORIDE 5mg oro-dispersible tablets
dy2..,Rivastigmine
dy21.,Rivastigmine 1.5mg capsule
dy22.,Rivastigmine 3mg capsule
dy23.,Rivastigmine 4.5mg capsule
dy24.,Rivastigmine 6mg capsule
dy25.,Exelon 1.5mg capsule
dy26.,Exelon 3mg capsule
dy27.,Exelon 4.5mg capsule
dy28.,Exelon 6mg capsule
dy29.,Rivastigmine 2mg/mL oral solution
dy2A.,Exelon 2mg/mL oral solution
dy2B.,EXELON 4.6mg/24hrs patches
dy2C.,EXELON 9.5mg/24hrs patches
dy2D.,RIVASTIGMINE 4.6mg/24hrs patches
dy2E.,RIVASTIGMINE 9.5mg/24hrs patches
dy2F.,NIMVASTID 1.5mg capsules
dy2G.,NIMVASTID 3mg capsules
dy2H.,NIMVASTID 4.5mg capsules
dy2I.,NIMVASTID 6mg capsules
dy2J.,EXELON 13.3mg/24hours transdermal patches
dy2K.,RIVASTIGMINE 13.3mg/24hours transdermal patches
dy2L.,ALZEST 4.6mg/24hours transdermal patches
dy2M.,ALZEST 9.5mg/24hours transdermal patches
dy2N.,PROMETAX 4.6mg/24hours transdermal patches
dy2O.,PROMETAX 9.5mg/24hours transdermal patches
dy2P.,SOMNITON 4.6mg/24hours transdermal patches
dy2Q.,SOMNITON 9.5mg/24hours transdermal patches
dy2R.,VOLEZE 4.6mg/24hours transdermal patches
dy2S.,VOLEZE 9.5mg/24hours transdermal patches
dy2T.,VOLEZE 13.3mg/24hours transdermal patches
dy2U.,ELUDEN 4.6mg/24hours transdermal patches
dy2V.,ELUDEN 9.5mg/24hours transdermal patches
dy3..,Galantamine
dy31.,Reminyl 4mg tablet
dy32.,Reminyl 8mg tablet
dy33.,Reminyl 12mg tablet
dy34.,Reminyl 4mg/mL s/f oral solution
dy35.,Reminyl XL 8mg m/r capsule
dy36.,Reminyl XL 16mg m/r capsule
dy37.,Reminyl XL 24mg m/r capsule
dy38.,GALSYA XL 8mg m/r capsules
dy39.,GALSYA XL 16mg m/r capsules
dy3A.,GALSYA XL 24mg m/r capsules
dy3B.,ACUMOR XL 8mg m/r capsules
dy3C.,ACUMOR XL 16mg m/r capsules
dy3D.,ACUMOR XL 24mg m/r capsules
dy3E.,LOTPROSIN XL 8mg m/r capsules
dy3F.,LOTPROSIN XL 16mg m/r capsules
dy3G.,LOTPROSIN XL 24mg m/r capsules
dy3H.,ELMINO XL 8mg m/r capsules
dy3I.,ELMINO XL 16mg m/r capsules
dy3J.,ELMINO XL 24mg m/r capsules
dy3K.,LUVENTA XL 8mg m/r capsules
dy3L.,LUVENTA XL 16mg m/r capsules
dy3M.,LUVENTA XL 24mg m/r capsules
dy3t.,Galantamine 8mg m/r capsule
dy3u.,Galantamine 16mg m/r capsule
dy3v.,Galantamine 24mg m/r capsule
dy3w.,Galantamine 4mg/mL s/f oral solution
dy3x.,Galantamine 4mg tablet
dy3y.,Galantamine 8mg tablet
dy3z.,Galantamine 12mg tablet
fe3..,Dexamethasone [endocrine use]
fe31.,Dexamethasone 500micrograms tablet
fe32.,Dexamethasone 2mg tablet
fe33.,Decadron 500micrograms tablet
fe34.,Decadron 8mg/2mL injection
fe35.,Decadron Shock-Pak 100mg/5mL injection
fe36.,Oradexon 500micrograms tablet
fe37.,Oradexon 2mg tablet
fe38.,Oradexon 5mg/1mL injection
fe39.,Oradexon 10mg/2mL injection
fe3A.,Dexsol 2mg/5mL oral solution
fe3B.,DEXAMETHASONE 10mg/5mL oral solution
fe3C.,MARTAPAN 2mg/5mL oral solution
fe3D.,DEXAMETHASONE 3.8mg/1mL solution for injection
fe3p.,DEXAMETHASONE 6.6mg/2mL solution for injection
fe3q.,DEXAMETHASONE 3.3mg/1mL solution for injection
fe3r.,Dexamethasone 500micrograms/5mL oral solution
fe3s.,Dexamethasone 2mg/5mL s/f oral solution
fe3t.,Dexamethasone sodium phosphate 10mg/2mL injection
fe3u.,Dexamethasone 2mg/5mL liquid
fe3v.,Dexamethasone phosphate 120mg/5mL injection
fe3w.,Dexamethasone phosphate 8mg/2mL injection
fe3x.,Dexamethasone 100mg/5mL injection
fe3z.,Dexamethasone phosphate 4mg/1mL injection
fe4..,Hydrocortisone product
fe41.,Hydrocortisone 10mg tablet
fe42.,Hydrocortisone 20mg tablet
fe43.,Hydrocortistab 20mg tablet
fe44.,Hydrocortone 10mg tablet
fe45.,Hydrocortone 20mg tablet
fe46.,Hydrocortisone 100mg injection (pdr for recon)
fe47.,Hydrocortisone 500mg/5mL injection
fe48.,Efcortelan Soluble 100mg injection (pdr for recon)+diluent
fe49.,Efcortesol 100mg/1mL injection
fe4a.,Efcortesol 500mg/5mL injection
fe4b.,Solu-Cortef 100mg injection (pdr for recon)+diluent
fe4c.,Solu-Cortef 100mg injection (pdr for recon)
fe4d.,Hydrocortisone 100mg/1mL injection
fe4e.,PLENADREN 5mg m/r tablets
fe4f.,HYDROCORTISONE 5mg m/r tablets
fe4g.,PLENADREN 20mg m/r tablets
fe4h.,HYDROCORTISONE 20mg m/r tablets
fe4z.,Hydrocortisone 100mg/2mL injection (pdr for recon)+diluent
fe5..,Methylprednisolone [endocrine use]
fe51.,Medrone 2mg tablet
fe52.,Medrone 4mg tablet
fe53.,Medrone 16mg tablet
fe54.,Min-I-Mix Methylprednisolone 500mg injection
fe55.,Min-I-Mix Methylprednisolone 1g injection
fe56.,Solu-Medrone 40mg injection (pdr for recon)+diluent
fe57.,Solu-Medrone 125mg injection (pdr for recon)+diluent
fe58.,Solu-Medrone 500mg injection (pdr for recon)+diluent
fe59.,Solu-Medrone 1g injection (pdr for recon)+diluent
fe5V.,Methylprednisolone acetate+lidocaine HCl 80/20mg/2mL inj
fe5W.,Methylprednisolone acetate+lidocaine HCl 40/10mg/1mL inj
fe5X.,Methylprednisolone acetate 120mg/3mL injection
fe5Y.,Methylprednisolone 500mg/10mL injection
fe5Z.,Methylprednisolone 1g/20mL injection
fe5a.,Solu-Medrone 2g injection (pdr for recon)+diluent
fe5b.,Depo-Medrone 40mg/1mL injection
fe5c.,Depo-Medrone 80mg/2mL injection
fe5d.,Depo-Medrone 80mg syringe
fe5e.,Depo-Medrone 120mg/3mL injection
fe5f.,Medrone 100mg tablet
fe5g.,Methylprednisolone 500mg injection (pdr for recon)
fe5h.,Methylprednisolone 1g injection (pdr for recon)
fe5m.,Methylprednisolone 100mg tablet
fe5n.,Methylprednisolone 2mg tablet
fe5o.,Methylprednisolone 4mg tablet
fe5p.,Methylprednisolone 16mg tablet
fe5q.,Methylprednisolone 500mg injection
fe5r.,Methylprednisolone 1g injection
fe5s.,Methylprednisolone 40mg injection (pdr for recon)+diluent
fe5t.,Methylprednisolone 125mg injection (pdr for recon)+diluent
fe5u.,Methylprednisolone 500mg injection (pdr for recon)+diluent
fe5v.,Methylprednisolone 1g injection (pdr for recon)+diluent
fe5w.,Methylprednisolone 2g injection (pdr for recon)+diluent
fe5x.,Methylprednisolone acetate 40mg/1mL injection
fe5y.,Methylprednisolone acetate 80mg/2mL injection
fe5z.,Methylprednisolone 200mg/5mL injection
fe6..,Prednisolone [endocrine use]
fe61.,Prednisolone 1mg tablet
fe62.,Prednisolone 5mg tablet
fe63.,Codelsol 32mg/2mL injection
fe64.,Delta-Phoricol 5mg tablet
fe65.,Deltacortril Enteric 2.5mg e/c tablet
fe66.,Deltacortril Enteric 5mg e/c tablet
fe67.,Deltalone 1mg tablet
fe68.,Deltalone 5mg tablet
fe69.,Deltastab 1mg tablet
fe6a.,Deltastab 5mg tablet
fe6b.,Deltastab 25mg/1mL injection
fe6c.,Precortisyl 1mg tablet
fe6d.,Precortisyl 5mg tablet
fe6e.,Precortisyl Forte 25mg tablet
fe6f.,Prednesol 5mg tablet
fe6g.,Sintisone 5mg tablet
fe6h.,Prednisolone 2.5mg e/c tablet
fe6i.,Prednisolone 5mg e/c tablet
fe6j.,Prednisolone 5mg soluble tablet
fe6k.,Prednisolone 50mg tablet
fe6l.,DILACORT 5mg gastro-resistant tablets
fe6m.,DILACORT 2.5mg gastro-resistant tablets
fe6n.,PEVANTI 2.5mg tablets
fe6o.,PEVANTI 25mg tablets
fe6p.,PEVANTI 5mg tablets
fe6q.,PEVANTI 10mg tablets
fe6r.,PEVANTI 20mg tablets
fe6s.,PREDNISOLONE 20mg tablets
fe6t.,PREDNISOLONE 10mg tablets
fe6u.,Prednisolone 32mg/2mL injection
fe6v.,Prednisolone 2.5mg tablet
fe6y.,Prednisolone 125mg/5mL injection
fe6z.,Prednisolone 25mg tablet
fe7..,Prednisone
fe71.,Prednisone 1mg tablet
fe72.,Prednisone 5mg tablet
fe73.,Decortisyl 5mg tablet
fe74.,Econosone 1mg tablet
fe75.,Econosone 5mg tablet
fe76.,Prednisone 20mg tablet
fe77.,LODOTRA 2mg m/r tablets
fe78.,LODOTRA 5mg m/r tablets
fe79.,LODOTRA 1mg m/r tablets
fe7x.,PREDNISONE 5mg m/r tablets
fe7y.,PREDNISONE 2mg m/r tablets
fe7z.,PREDNISONE 1mg m/r tablets
g24..,Salbutamol [obstetric]
g25..,Terbutaline sulphate [myometrial relaxant]
gc3..,Distigmine bromide [urinary]
gc31.,Ubretid 5mg tablet
gc32.,Ubretid 500micrograms/1mL injection
gc3y.,Distigmine bromide 5mg tablet
gc3z.,Distigmine bromide 500micrograms/1mL injection
gd2..,Emepronium bromide
gd21.,Cetiprin 100mg tablet
gd2z.,Emepronium bromide 100mg tablet
gd8..,Propantheline br [enuresis - no drugs here]
gd9..,Terodiline hydrochloride
gd91.,Terolin 12.5mg tablet
gd92.,Micturin 12.5mg tablet
gd93.,Micturin 25mg tablet
gd9z.,Terodiline 12.5mg tablet
gdA..,Tolterodine L-tartrate
gdA1.,Tolterodine L-tartrate 1mg tablet
gdA2.,Tolterodine L-tartrate 2mg tablet
gdA3.,Detrusitol 1mg tablet
gdA4.,Detrusitol 2mg tablet
gdA5.,Tolterodine L-tartrate 4mg m/r capsule
gdA6.,Detrusitol XL 4mg m/r capsule
gdA7.,SANTIZOR XL 4mg m/r capsules
gdA8.,MARIOSEA XL 4mg m/r capsules
gdA9.,PREBLACON XL 4mg m/r capsules
gdAA.,NEDITOL XL 4mg m/r capsules
gdAB.,NEDITOL XL 2mg m/r capsules
gdAC.,TOLTERODINE TARTRATE 2mg m/r capsules
gdAD.,EFFLOSOMYL XL 4mg m/r capsules
gdAE.,BLERONE XL 4mg m/r capsules
gdAF.,INCONEX XL 4mg m/r capsules
gdAG.,INCONEX XL 2mg m/r capsules
gdB..,Trospium chloride
gdB1.,Regurin 20mg tablet
gdB2.,REGURIN XL 60mg m/r capsules
gdB3.,FLOTROS 20mg tablets
gdB4.,URAPLEX 20mg tablets
gdBy.,TROSPIUM CHLORIDE 60mg m/r capsules
gdBz.,Trospium chloride 20mg tablet
gda..,Oxybutynin product
gda1.,Oxybutynin hydrochloride 2.5mg tablet
gda2.,Ditropan 2.5mg tablet
gda3.,Oxybutynin hydrochloride 5mg tablet
gda4.,Ditropan 5mg tablet
gda5.,Oxybutynin hydrochloride 3mg tablet
gda6.,Cystrin 3mg tablet
gda7.,Cystrin 5mg tablet
gda8.,Ditropan 2.5mg/5mL elixir
gda9.,Oxybutynin hydrochloride 2.5mg/5mL elixir
gdaA.,Oxybutynin hydrochloride 5mg/5mL s/f oral solution
gdaB.,Contimin 2.5mg tablet
gdaC.,Contimin 5mg tablet
gdaD.,Urimin 5mg tablet
gdaE.,Promictuline 2.5mg tablet
gdaF.,Promictuline 5mg tablet
gdaG.,Lyrinel XL 5mg m/r tablet
gdaH.,Lyrinel XL 10mg m/r tablet
gdaI.,Kentera 3.9mg/24hours transdermal patch
gdax.,Oxybutynin 3.9mg/24hours transdermal patch
gday.,Oxybutynin hydrochloride 5mg m/r tablet
gdaz.,Oxybutynin hydrochloride 10mg m/r tablet
gdc..,Propiverine hydrochloride
gdc1.,Propiverine hydrochloride 15mg tablet
gdc2.,Detrunorm 15mg tablet
gdc3.,PROPIVERINE HYDROCHLORIDE 30mg m/r capsules
gdc4.,DETRUNORM XL 30mg m/r capsules
gdc5.,DETRUNORM XL 45mg m/r capsules
gdc6.,PROPIVERINE HYDROCHLORIDE 45mg m/r capsules
gdd..,Solifenacin
gdd1.,Vesicare 5mg tablet
gdd2.,Vesicare 10mg tablet
gddy.,Solifenacin succinate 10mg tablet
gddz.,Solifenacin succinate 5mg tablet
gh4..,Thymoxamine hydrochloride [erectile dysfunction]
gh41.,Thymoxamine hydrochloride 10mg prefilled syringe
gh42.,Thymoxamine hydrochloride 20mg prefilled syringe
gh43.,Erecnos 10mg prefilled syringe
gh44.,Erecnos 20mg prefilled syringe
j13..,Choline magnesium trisalicylate
j131.,Trilisate 500mg tablet
j13z.,Choline magnesium trisilicate 500mg tablet
j41..,Dexamethasone sodium phosphate [musculoskeletal use]
j413.,Oradexon 8mg/2mL injection
j41z.,Dexamethasone sodium phosphate 5mg/1mL injection
j42..,Hydrocortisone acetate [musculoskeletal use]
j421.,Hydrocortisone acetate 25mg/1mL injection
j422.,Hydrocortistab 125mg injection
j423.,Hydrocortistab 25mg/1mL injection
j43..,Methylprednisolone acetate [musculoskeletal use]
j433.,Depo-Medrone 80mg/2mL syringe
j435.,Depo-Medrone+Lidocaine 80mg/20mg/2mL injection
j436.,Depo-Medrone+Lidocaine 40mg/10mg/1mL injection
j43x.,Methylprednisolone acetate 80mg/2mL syringe
j43z.,Methylprednis acetate 80mg/2mL vials
j44..,Prednisolone acetate [musculoskeletal use]
j44z.,Prednisolone acetate 25mg/1mL injection
j45..,Prednisolone sod phos [musc-sk]
j451.,Codelson 32mg/2mL injection
j71..,Distigmine bromide [musculoskelstal use]
j712.,Distigmine 5mg tablets
j72..,Edrophonium chloride [neuromuscular transmission]
j721.,Camsilon 10mg injection
j73..,Neostigmine [neuromuscular transmission]
j731.,Prostigmin 15mg tablet
j732.,Prostigmin 500micrograms/1mL injection
j733.,Prostigmin 2.5mg/1mL injection
j73x.,Neostigmine bromide 15mg tablet
j73y.,Neostigmine methylsulphate 500micrograms/1mL injection
j73z.,Neostigmine methylsulphate 2.5mg/1mL injection
j74..,Pyridostigmine bromide
j741.,Mestinon 60mg tablet
j742.,Mestinon 1mg/1mL injection
j743.,Pyridostigmine bromide 60mg tablet
j74z.,Pyridostigmine 1mg/1mL injection
j86..,Orphenadrine citrate
j861.,Norflex 100mg tablet
j862.,Norflex 60mg/2mL injection
j86y.,Orphenadrine 100mg tablet
j86z.,Orphenadrine citrate 60mg/2mL injection
k64..,Dexamethasone [eye]
k641.,Maxidex eye drops 5mL
k642.,Maxidex eye drops 10mL
k643.,Maxitrol eye drops 5mL
k644.,Maxitrol eye ointment 3.5g
k645.,Dexamethasone sodium phosphate 0.1% single-use eye drops
k646.,Minims Dexamethasone Na phosphate 0.1% s-d eye drops 0.5mL
k647.,Dexamethasone+hypromellose 0.1%/0.5% eye drops
k648.,Dexamethasone+tobramycin 0.1%/0.3% eye drops
k649.,Tobradex eye drops 5mL
k64A.,DEXAMETHASONE 700micrograms intravitreal implant+applicator
k64B.,OZURDEX 700micrograms intravitreal implant in applicator
k64C.,DROPODEX 0.1% single-use eye drops 0.4mL
k64D.,DEXAFREE 1mg/mL single-use eye drops 0.4mL
k64x.,Dexamethasone compound eye ointment
k64y.,Dexamethasone eye drops
k64z.,Dexamethasone eye ointment
k66..,Hydrocortisone acetate [eye]
k661.,Chloromycetin Hydrocortisone eye ointment 4g
k662.,Cortucid eye ointment
k666.,Neo-Cortef eye drops
k667.,Hydrocortisone acetate 0.5% eye ointment
k668.,Hydrocortisone acetate 1% eye ointment
k669.,Hydrocortisone acetate 2.5% eye ointment
k66A.,Neo-Cortef eye ointment
k66B.,Hydrocortisone acet+neomycin sulph 1.5%/0.5% eye drops 10mL
k66w.,Hydrocortisone acetate+chloramphenicol 0.5%/1% eye ointment
k66x.,Hydrocortisone acetate eye ointment
k66z.,Hydrocortisone acetate 1% eye drops
k68..,Prednisolone sod phos [eye]
k681.,Minims Prednisolone 0.5% single-use eye drops 0.5mL
k682.,Predsol 0.5% eye drops 5mL
k683.,Predsol 0.5% eye drops 10mL
k684.,Predsol N eye drops 10mL
k68x.,Prednisolone sodium phosphate 0.5% single-use eye drops
k68y.,Prednisolone eye drops
k68z.,Prednisolone 0.5% eye drops
k6a..,Prednisolone acetate [eye]
k6a1.,Prednisolone acet 1% eye drops 5mL
k6a2.,Prednisolone acet 1% eye drops 10mL
k6a3.,Pred Forte 1% eye drops 5mL
k6a4.,Pred Forte 1% eye drops 10mL
k71..,Atropine sulphate [eyes]
k711.,Atropine sulphate 1% eye drops
k712.,Atropine sulphate 1% eye ointment
k713.,Isopto Atropine eye drops 5mL
k714.,Minims Atropine sulphate single-use eye drops 0.5mL
k715.,Opulets Atropine single-use eye drops 0.5mL
k716.,Atropine sulphate 1% single-use eye drops
k717.,ATROPINE SULPHATE 0.5% eye drops
k72..,Cyclopentolate hydrochloride
k721.,Minims Cyclopentolate 0.5% single-use eye drops 0.5mL
k722.,Minims Cyclopentolate 1% single-use eye drops 0.5mL
k723.,Mydrilate 0.5% eye drops 5mL
k724.,Mydrilate 1% eye drops 5mL
k725.,Opulets Cyclopentolate single-use eye drops 0.5mL
k726.,Alnide 0.5% eye drops 5mL
k727.,Alnide 1% eye drops 5mL
k72w.,Cyclopentolate hydrochloride 1% eye drops
k72x.,Cyclopentolate hydrochloride 0.5% eye drops
k72y.,Cyclopentolate hydrochloride 1% single-use eye drops
k72z.,Cyclopentolate hydrochloride 0.5% single-use eye drops
k73..,Homatropine hydrobromide
k731.,Homatropine hydrobromide 1% eye drops
k732.,Homatropine hydrobromide 2% eye drops
k733.,Minims Homatropine hydr. single-use eye drops 0.5mL
k73z.,Homatropine hydrobromide 2% single-use eye drops
k74..,Hyoscine hydrobromide [eye]
k741.,Hyoscine hydrobromide 0.25% eye drops
k75..,Lachesine chloride
k751.,Lachesine 1% eye drops
k77..,Tropicamide
k771.,Minims Tropicamide 0.5% single-use eye drops 0.5mL
k772.,Minims Tropicamide 1% single-use eye drops 0.5mL
k773.,Mydriacyl 0.5% eye drops 5mL
k774.,Mydriacyl 1% eye drops 5mL
k775.,NODS Tropicamide 125micrograms ophthalmic applicator strip
k77v.,Tropicamide 125micrograms ophthalmic applicator strip
k77w.,Tropicamide 1% eye drops
k77x.,Tropicamide 0.5% eye drops
k77y.,Tropicamide 1% single-use eye drops
k77z.,Tropicamide 0.5% single-use eye drops
k86..,Demecarium bromide
k861.,Tosmilen 0.25% eye drops
k86z.,Demecarium bromide 0.25% eye drops
k89..,Ecothiopate iodide
k891.,Phospholine iodide 0.03% eye drops 5mL
k892.,Phospholine iodide 0.06% eye drops 5mL
k893.,Phospholine iodide 0.125% eye drops 5mL
k894.,Phospholine iodide 0.25% eye drops 5mL
k89w.,Ecothiopate iodide 0.03% eye drops
k89x.,Ecothiopate iodide 0.06% eye drops
k89y.,Ecothiopate iodide 0.125% eye drops
k89z.,Ecothiopate iodide 0.25% eye drops
k8c..,Physostigmine sulphate
k8c1.,Physostigmine 0.25% eye drops
k8c2.,Physostigmine 0.5% eye drops
k8c3.,Physostigmine+pilocarpine 0.25%+2% eye drops
k8c4.,Physostigmine+pilocarpine 0.25%+4% eye drops
k8c5.,Physostigmine+pilocarpine 0.5%+4% eye drops
kb1..,Acetylcholine chloride
kb11.,Miochol eye irrigation solution 2mL
kb12.,Miochol-E 1% intra-ocular irrigation (pdr for recon)+solvent
kb13.,MIPHTEL 20mg pdr+solv for soln for intraocular irrigation
kb1y.,ACETYLCHOLINE CL 20mg pdr+solv for intraocular irrigation
kb1z.,Acetylcholine chloride 1% intra-ocular irrigation
kb6..,Thymoxamine hydrochloride [eye]
kb61.,Minims Thymoxamine single-use eye drops 0.5mL
l22..,Prednisolone sodium phosphate [ear]
l221.,Predsol ear drops 5mL
l222.,Predsol 0.5% ear drops 10mL
l22z.,Prednisolone 0.5% ear drops
l355.,Gentisone HC ear drops 10mL
l35z.,Gentamicin+hydrocortisone acetate 0.3%/1% ear drops
l363.,Neo-Cortef ear drops 5mL
l364.,Neo-Cortef ear ointment 3.9g
l365.,Predsol N ear drops 5mL
l366.,Predsol N ear drops 10mL
l369.,Neo-Cortef ear drops 10mL
l36B.,Neomycin+hydrocortisone 0.5%/1.5% ear drops
l36t.,Prednisolone Na phos+neomycin sulph 0.5%/0.5% eye/ear drops
l36u.,Neomycin+hydrocortisone 0.5%/1.5% eye/ear ointment
l36v.,Neomycin+hydrocortisone 0.5%/1.5% eye/ear drops
l412.,Otosporin ear drops 5mL
l413.,Otosporin ear drops 10mL
l415.,Sofradex eye/ear drops 10mL
l416.,Sofradex eye/ear 5g ointment
l419.,Terra-cortril ear drops 5mL
l41b.,Otomize ear spray 5mL
l511.,Audax ear drops 8mL
l514.,Choline salicylate+glycerol 20%/12.6% ear drops
l515.,Audax ear drops
l81..,Beclometasone dipropionate [nose]
l811.,Beconase 50micrograms nasal spray
l812.,Beconase 50micrograms aqueous nasal spray
l813.,Zonivent Aquanasal 50micrograms spray
l814.,Beconase Allergy 50micrograms aqueous nasal spray
l815.,Nasobec Aqueous 50micrograms nasal spray
l816.,Nasobec Hayfever 50micrograms nasal spray
l817.,Beclo-aqua 50 nasal spray
l818.,Beclomist 50micrograms nasal spray
l819.,Vivabec 50micrograms nasal spray
l81a.,Care Hayfever Relief 50micrograms nasal spray
l81b.,Rino Clenil 50micrograms nasal spray
l81c.,Pollenase 50micrograms nasal spray
l81d.,Vantage Hayfever Relief 50micrograms nasal spray
l81e.,Beconase Hayfever Relief for Adults 50micrograms nasal spray
l81y.,Beclomethasone dipropionate 50micrograms nasal spray
l81z.,Beclometasone dipropionate 50micrograms aqueous nasal spray
l83..,Budesonide [nose]
l831.,Rhinocort 50micrograms nasal spray
l832.,Rhinocort Aqua 100micrograms nasal spray
l833.,Rhinocort Aqua 64micrograms nasal spray
l83x.,Budesonide 64micrograms aqueous nasal spray
l83y.,Budesonide 100micrograms aqueous nasal spray
l83z.,Budesonide 50micrograms nasal spray
l861.,Ipratropium 20micrograms nasal spray
l862.,Rinatec 20micrograms nasal spray
l863.,Ipratropium 0.03% aqueous nasal spray
l864.,Rinatec 0.03% aqueous nasal spray
l865.,RINATEC 21micrograms nasal spray
l866.,IPRATROPIUM BROMIDE 21micrograms nasal spray
l88..,Fluticasone [nose]
l881.,Fluticasone propionate 50micrograms aqueous nasal spray
l882.,Flixonase 50micrograms aqueous nasal spray
l883.,Flixonase 400micrograms Nasule
l884.,Flixonase Allergy 50micrograms aqueous nasal spray
l885.,Nasofan Aqueous 50micrograms nasal spray
l886.,AVAMYS 27.5micrograms nasal spray
l887.,FLUTICASONE FUROATE 27.5micrograms nasal spray
l88z.,Fluticasone propionate 400micrograms single-use nasal drops
l8C..,Tramazoline hydrochloride+dexamethasone isonicotinate
l8C1.,Dexa-Rhinaspray Duo aqueous nasal spray
l8D..,Mometasone furoate monohydrate [nose]
l8D1.,Nasonex 0.05% aqueous nasal spray
l8Dz.,Mometasone furoate monohydrate 0.05% aqueous nasal spray
l8E..,AZELASTINE HYDROCHLORIDE+FLUTICASONE PROPIONATE
l8E1.,DYMISTA 137micrograms/50micrograms nasal spray
l8E2.,AZELASTINE HCL+FLUTICASONE PROPION 137mcg/50mcg nasal spray
lb42.,Corlan lozenge
lb4z.,Hydrocortisone 2.5mg lozenge
lb61.,Choline salicylate 8.7% oral gel
lb62.,Bonjela 8.7% oral gel 10g
lb64.,Teejel 8.7% oral gel 10g
lb65.,Bonjela 8.7% oral gel 15g
m41..,Hydrocortisone creams
m411.,Hydrocortisone 1% cream 15g
m412.,Hydrocortisone 1% cream 30g
m413.,Hydrocortisone 1% cream 50g
m414.,Hydrocortisone 1% cream 100g
m415.,Hydrocortisone 0.1% cream 30g
m416.,Hydrocortisone 0.125% cream
m417.,Hydrocortisone 0.5% cream 15g
m418.,Hydrocortisone 0.5% cream 30g
m419.,Hydrocortisone 0.5% cream 50g
m41A.,Hydrocortisone 2.5% cream 15g
m41B.,Hydrocortisone 2.5% cream 30g
m41C.,Hydrocortisone 2.5% cream 50g
