Disease,Read code,Term,weight
cancer,B6000,Reticulosarcoma of unspecified site,2
cancer,B6001,"Reticulosarcoma of lymph nodes of head, face and neck",2
cancer,B6002,Reticulosarcoma of intrathoracic lymph nodes,2
cancer,B6003,Reticulosarcoma of intra-abdominal lymph nodes,2
cancer,B6004,Reticulosarcoma of lymph nodes of axilla and upper limb,2
cancer,B6005,Reticulosarcoma of lymph nodes of inguinal region and leg,2
cancer,B6006,Reticulosarcoma of intrapelvic lymph nodes,2
cancer,B6007,Reticulosarcoma of spleen,2
cancer,B6008,Reticulosarcoma of lymph nodes of multiple sites,2
cancer,B600z,Reticulosarcoma NOS,2
cancer,B601.,Lymphosarcoma,2
cancer,B6010,Lymphosarcoma of unspecified site,2
cancer,B6011,"Lymphosarcoma of lymph nodes of head, face and neck",2
cancer,B6012,Lymphosarcoma of intrathoracic lymph nodes,2
cancer,B6013,Lymphosarcoma of intra-abdominal lymph nodes,2
cancer,B6014,Lymphosarcoma of lymph nodes of axilla and upper limb,2
cancer,B6015,Lymphosarcoma of lymph nodes of inguinal region and leg,2
cancer,B6016,Lymphosarcoma of intrapelvic lymph nodes,2
cancer,B6017,Lymphosarcoma of spleen,2
cancer,B6018,Lymphosarcoma of lymph nodes of multiple sites,2
cancer,B601z,Lymphosarcoma NOS,2
cancer,B602.,Burkitt's lymphoma,2
cancer,B6020,Burkitt's lymphoma of unspecified site,2
cancer,B6021,"Burkitt's lymphoma of lymph nodes of head, face and neck",2
cancer,B6022,Burkitt's lymphoma of intrathoracic lymph nodes,2
cancer,B6023,Burkitt's lymphoma of intra-abdominal lymph nodes,2
cancer,B6024,Burkitt's lymphoma of lymph nodes of axilla and upper limb,2
cancer,B6025,Burkitt's lymphoma of lymph nodes of inguinal region and leg,2
cancer,B6026,Burkitt's lymphoma of intrapelvic lymph nodes,2
cancer,B6027,Burkitt's lymphoma of spleen,2
cancer,B6028,Burkitt's lymphoma of lymph nodes of multiple sites,2
cancer,B602z,Burkitt's lymphoma NOS,2
cancer,B60y.,Other specified reticulosarcoma or lymphosarcoma,2
cancer,B60z.,Reticulosarcoma or lymphosarcoma NOS,2
cancer,B61..,Hodgkin's disease,2
cancer,B610.,Hodgkin's paragranuloma,2
cancer,B6100,Hodgkin's paragranuloma of unspecified site,2
cancer,B6101,"Hodgkin's paragranuloma of lymph nodes of head, face, neck",2
cancer,B6102,Hodgkin's paragranuloma of intrathoracic lymph nodes,2
cancer,B6103,Hodgkin's paragranuloma of intra-abdominal lymph nodes,2
cancer,B6104,Hodgkin's paragranuloma of lymph nodes of axilla and arm,2
cancer,B6105,Hodgkin's paragranuloma lymph nodes inguinal region and leg,2
cancer,B6106,Hodgkin's paragranuloma of intrapelvic lymph nodes,2
cancer,B6107,Hodgkin's paragranuloma of spleen,2
cancer,B6108,Hodgkin's paragranuloma of lymph nodes of multiple sites,2
cancer,B610z,Hodgkin's paragranuloma NOS,2
cancer,B611.,Hodgkin's granuloma,2
cancer,B6110,Hodgkin's granuloma of unspecified site,2
cancer,B6111,"Hodgkin's granuloma of lymph nodes of head, face and neck",2
cancer,B6112,Hodgkin's granuloma of intrathoracic lymph nodes,2
cancer,B6113,Hodgkin's granuloma of intra-abdominal lymph nodes,2
cancer,B6114,Hodgkin's granuloma of lymph nodes of axilla and upper limb,2
cancer,B6115,Hodgkin's granuloma lymph nodes of inguinal region and leg,2
cancer,B6116,Hodgkin's granuloma of intrapelvic lymph nodes,2
cancer,B6117,Hodgkin's granuloma of spleen,2
cancer,B6118,Hodgkin's granuloma of lymph nodes of multiple sites,2
cancer,B611z,Hodgkin's granuloma NOS,2
cancer,B612.,Hodgkin's sarcoma,2
cancer,B6120,Hodgkin's sarcoma of unspecified site,2
cancer,B6121,"Hodgkin's sarcoma of lymph nodes of head, face and neck",2
cancer,B6122,Hodgkin's sarcoma of intrathoracic lymph nodes,2
cancer,B6123,Hodgkin's sarcoma of intra-abdominal lymph nodes,2
cancer,B6124,Hodgkin's sarcoma of lymph nodes of axilla and upper limb,2
cancer,B6125,Hodgkin's sarcoma of lymph nodes of inguinal region and leg,2
cancer,B6126,Hodgkin's sarcoma of intrapelvic lymph nodes,2
cancer,B6127,Hodgkin's sarcoma of spleen,2
cancer,B6128,Hodgkin's sarcoma of lymph nodes of multiple sites,2
cancer,B612z,Hodgkin's sarcoma NOS,2
cancer,B613.,"Hodgkin's disease, lymphocytic-histiocytic predominance",2
cancer,B6130,"Hodgkin's, lymphocytic-histiocytic predominance unspec site",2
cancer,B6131,"Hodgkin's, lymphocytic-histiocytic pred of head, face, neck",2
cancer,B6132,"Hodgkin's, lymphocytic-histiocytic pred intrathoracic nodes",2
cancer,B6133,"Hodgkin's, lymphocytic-histiocytic pred intra-abdominal node",2
cancer,B6134,"Hodgkin's, lymphocytic-histiocytic pred axilla and arm",2
cancer,B6135,"Hodgkin's, lymphocytic-histiocytic pred inguinal and leg",2
cancer,B6136,"Hodgkin's, lymphocytic-histiocytic pred intrapelvic nodes",2
cancer,B6137,"Hodgkin's, lymphocytic-histiocytic predominance of spleen",2
cancer,B6138,"Hodgkin's, lymphocytic-histiocytic pred of multiple sites",2
cancer,B613z,"Hodgkin's, lymphocytic-histiocytic predominance NOS",2
cancer,B614.,"Hodgkin's disease, nodular sclerosis",2
cancer,B6140,"Hodgkin's disease, nodular sclerosis of unspecified site",2
cancer,B6141,"Hodgkin's nodular sclerosis of head, face and neck",2
cancer,B6142,Hodgkin's nodular sclerosis of intrathoracic lymph nodes,2
cancer,B6143,Hodgkin's nodular sclerosis of intra-abdominal lymph nodes,2
cancer,B6144,Hodgkin's nodular sclerosis of lymph nodes of axilla and arm,2
cancer,B6145,Hodgkin's nodular sclerosis of inguinal region and leg,2
cancer,B6146,Hodgkin's nodular sclerosis of intrapelvic lymph nodes,2
cancer,B6147,"Hodgkin's disease, nodular sclerosis of spleen",2
cancer,B6148,Hodgkin's nodular sclerosis of lymph nodes of multiple sites,2
cancer,B614z,"Hodgkin's disease, nodular sclerosis NOS",2
cancer,B615.,"Hodgkin's disease, mixed cellularity",2
cancer,B6150,"Hodgkin's disease, mixed cellularity of unspecified site",2
cancer,B6151,"Hodgkin's mixed cellularity of lymph nodes head, face, neck",2
cancer,B6152,Hodgkin's mixed cellularity of intrathoracic lymph nodes,2
cancer,B6153,Hodgkin's mixed cellularity of intra-abdominal lymph nodes,2
cancer,B6154,Hodgkin's mixed cellularity of lymph nodes of axilla and arm,2
cancer,B6155,Hodgkin's mixed cellularity of lymph nodes inguinal and leg,2
cancer,B6156,Hodgkin's mixed cellularity of intrapelvic lymph nodes,2
cancer,B6157,"Hodgkin's disease, mixed cellularity of spleen",2
cancer,B6158,Hodgkin's mixed cellularity of lymph nodes of multiple sites,2
cancer,B615z,"Hodgkin's disease, mixed cellularity NOS",2
cancer,B616.,"Hodgkin's disease, lymphocytic depletion",2
cancer,B6160,Hodgkin's lymphocytic depletion of unspecified site,2
cancer,B6161,"Hodgkin's lymphocytic depletion of head, face and neck",2
cancer,B6162,Hodgkin's lymphocytic depletion of intrathoracic lymph nodes,2
cancer,B6163,Hodgkin's lymphocytic depletion intra-abdominal lymph nodes,2
cancer,B6164,Hodgkin's lymphocytic depletion lymph nodes axilla and arm,2
cancer,B6165,Hodgkin's lymphocytic depletion lymph nodes inguinal and leg,2
cancer,B6166,Hodgkin's lymphocytic depletion of intrapelvic lymph nodes,2
cancer,B6167,"Hodgkin's disease, lymphocytic depletion of spleen",2
cancer,B6168,Hodgkin's lymphocytic depletion lymph nodes multiple sites,2
cancer,B616z,"Hodgkin's disease, lymphocytic depletion NOS",2
cancer,B61z.,Hodgkin's disease NOS,2
cancer,B61z0,"Hodgkin's disease NOS, unspecified site",2
cancer,B61z1,"Hodgkin's disease NOS of lymph nodes of head, face and neck",2
cancer,B61z2,Hodgkin's disease NOS of intrathoracic lymph nodes,2
cancer,B61z3,Hodgkin's disease NOS of intra-abdominal lymph nodes,2
cancer,B61z4,Hodgkin's disease NOS of lymph nodes of axilla and arm,2
cancer,B61z5,Hodgkin's disease NOS of lymph nodes inguinal region and leg,2
cancer,B61z6,Hodgkin's disease NOS of intrapelvic lymph nodes,2
cancer,B61z7,Hodgkin's disease NOS of spleen,2
cancer,B61z8,Hodgkin's disease NOS of lymph nodes of multiple sites,2
cancer,B61zz,Hodgkin's disease NOS,2
cancer,B62..,Other malignant neoplasm of lymphoid and histiocytic tissue,2
cancer,B620.,Reticulosarcoma - follicular or nodular,2
cancer,B6200,Nodular lymphoma of unspecified site,2
cancer,B6201,"Nodular lymphoma of lymph nodes of head, face and neck",2
cancer,B6202,Nodular lymphoma of intrathoracic lymph nodes,2
cancer,B6203,Nodular lymphoma of intra-abdominal lymph nodes,2
cancer,B6204,Nodular lymphoma of lymph nodes of axilla and upper limb,2
cancer,B6205,Nodular lymphoma of lymph nodes of inguinal region and leg,2
cancer,B6206,Nodular lymphoma of intrapelvic lymph nodes,2
cancer,B6207,Nodular lymphoma of spleen,2
cancer,B6208,Nodular lymphoma of lymph nodes of multiple sites,2
cancer,B620z,Nodular lymphoma NOS,2
cancer,B621.,Mycosis fungoides,2
cancer,B6210,Mycosis fungoides of unspecified site,2
cancer,B6211,"Mycosis fungoides of the lymph nodes of head, face and neck",2
cancer,B6212,Mycosis fungoides of intrathoracic lymph nodes,2
cancer,B6213,Mycosis fungoides of intra-abdominal lymph nodes,2
cancer,B6214,Mycosis fungoides of lymph nodes of axilla and upper limb,2
cancer,B6215,Mycosis fungoides of lymph nodes of inguinal region and leg,2
cancer,B6216,Mycosis fungoides of intrapelvic lymph nodes,2
cancer,B6217,Mycosis fungoides of spleen,2
cancer,B6218,Mycosis fungoides of lymph nodes of multiple sites,2
cancer,B621z,Mycosis fungoides NOS,2
cancer,B622.,Sezary's disease,2
cancer,B6220,Sezary's disease of unspecified site,2
cancer,B6221,"Sezary's disease of lymph nodes of head, face and neck",2
cancer,B6222,Sezary's disease of intrathoracic lymph nodes,2
cancer,B6223,Sezary's disease of intra-abdominal lymph nodes,2
cancer,B6224,Sezary's disease of lymph nodes of axilla and upper limb,2
cancer,B6225,Sezary's disease of lymph nodes of inguinal region and leg,2
cancer,B6226,Sezary's disease of intrapelvic lymph nodes,2
cancer,B6227,Sezary's disease of spleen,2
cancer,B6228,Sezary's disease of lymph nodes of multiple sites,2
cancer,B622z,Sezary's disease NOS,2
cancer,B623.,Malignant histiocytosis,2
cancer,B623.,Malignant reticulosis,2
cancer,B6230,Malignant histiocytosis of unspecified site,2
cancer,B6231,"Malignant histiocytosis of lymph nodes head, face and neck",2
cancer,B6232,Malignant histiocytosis of intrathoracic lymph nodes,2
cancer,B6233,Malignant histiocytosis of intra-abdominal lymph nodes,2
cancer,B6234,Malignant histiocytosis of lymph nodes of axilla and arm,2
cancer,B6235,Malignant histiocytosis of lymph nodes inguinal and leg,2
cancer,B6236,Malignant histiocytosis of intrapelvic lymph nodes,2
cancer,B6237,Malignant histiocytosis of spleen,2
cancer,B6238,Malignant histiocytosis of lymph nodes of multiple sites,2
cancer,B623z,Malignant histiocytosis NOS,2
cancer,B624.,Leukaemic reticuloendotheliosis,2
cancer,B6240,Leukaemic reticuloendotheliosis of unspecified sites,2
cancer,B6241,"Leukaemic reticuloend of lymph nodes of head, face and neck",2
cancer,B6242,Leukaemic reticuloendotheliosis of intrathoracic lymph nodes,2
cancer,B6243,Leukaemic reticuloend of intra-abdominal lymph nodes,2
cancer,B6244,Leukaemic reticuloend of lymph nodes of axilla and arm,2
cancer,B6245,Leukaemic reticuloend of lymph nodes inguinal region and leg,2
cancer,B6246,Leukaemic reticuloendotheliosis of intrapelvic lymph nodes,2
cancer,B6247,Leukaemic reticuloendotheliosis of spleen,2
cancer,B6248,Leukaemic reticuloend of lymph nodes of multiple sites,2
cancer,B624z,Leukaemic reticuloendotheliosis NOS,2
cancer,B625.,Letterer-Siwe disease,2
cancer,B6250,Letterer-Siwe disease of unspecified sites,2
cancer,B6251,"Letterer-Siwe disease of lymph nodes of head, face and neck",2
cancer,B6252,Letterer-Siwe disease of intrathoracic lymph nodes,2
cancer,B6253,Letterer-Siwe disease of intra-abdominal lymph nodes,2
cancer,B6254,Letterer-Siwe disease of lymph nodes of axilla and arm,2
cancer,B6255,Letterer-Siwe disease of lymph nodes inguinal region and leg,2
cancer,B6256,Letterer-Siwe disease of intrapelvic lymph nodes,2
cancer,B6257,Letterer-Siwe disease of spleen,2
cancer,B6258,Letterer-Siwe disease of lymph nodes of multiple sites,2
cancer,B625z,Letterer-Siwe disease NOS,2
cancer,B626.,Malignant mast cell tumours,2
cancer,B6260,Mast cell malignancy of unspecified site,2
cancer,B6261,"Mast cell malignancy of lymph nodes of head, face and neck",2
cancer,B6262,Mast cell malignancy of intrathoracic lymph nodes,2
cancer,B6263,Mast cell malignancy of intra-abdominal lymph nodes,2
cancer,B6264,Mast cell malignancy of lymph nodes of axilla and upper limb,2
cancer,B6265,Mast cell malignancy of lymph nodes inguinal region and leg,2
cancer,B6266,Mast cell malignancy of intrapelvic lymph nodes,2
cancer,B6267,Mast cell malignancy of spleen,2
cancer,B6268,Mast cell malignancy of lymph nodes of multiple sites,2
cancer,B626z,Malignant mast cell tumour NOS,2
cancer,B627.,Non - Hodgkin's lymphoma,2
cancer,B6270,Follicular non-Hodgkin's small cleaved cell lymphoma,2
cancer,B6271,Follicular non-Hodg mixed sml cleavd & lge cell lymphoma,2
cancer,B6272,Follicular non-Hodgkin's large cell lymphoma,2
cancer,B6273,Diffuse non-Hodgkin's small cell (diffuse) lymphoma,2
cancer,B6274,Diffuse non-Hodgkin's small cleaved cell (diffuse) lymphoma,2
cancer,B6275,Diffuse non-Hodgkin mixed sml & lge cell (diffuse) lymphoma,2
cancer,B6276,Diffuse non-Hodgkin's immunoblastic (diffuse) lymphoma,2
cancer,B6277,Diffuse non-Hodgkin's lymphoblastic (diffuse) lymphoma,2
cancer,B6278,Diffuse non-Hodgkin's lymphoma undifferentiated (diffuse),2
cancer,B627C,Follicular lymphoma NOS,2
cancer,B627D,Diffuse non-Hodgkin's centroblastic lymphoma,2
cancer,B627W,Unspecified B-cell non-Hodgkin's lymphoma,2
cancer,B627X,"Diffuse non-Hodgkin's lymphoma, unspecified",2
cancer,B62x.,Malignant lymphoma otherwise specified,2
cancer,B62x0,T-zone lymphoma,2
cancer,B62x1,Lymphoepithelioid lymphoma,2
cancer,B62x2,Peripheral T-cell lymphoma,2
cancer,B62x3,Malignant reticuloendotheliosis,2
cancer,B62x4,Malignant reticulosis,2
cancer,B62x5,Malignant immunoproliferative small intestinal disease,2
cancer,B62x6,True histiocytic lymphoma,2
cancer,B62xX,Oth and unspecif peripheral & cutaneous T-cell lymphomas,2
cancer,B62y.,Malignant lymphoma NOS,2
cancer,B62y0,Malignant lymphoma NOS of unspecified site,2
cancer,B62y1,"Malignant lymphoma NOS of lymph nodes of head, face and neck",2
cancer,B62y2,Malignant lymphoma NOS of intrathoracic lymph nodes,2
cancer,B62y3,Malignant lymphoma NOS of intra-abdominal lymph nodes,2
cancer,B62y4,Malignant lymphoma NOS of lymph nodes of axilla and arm,2
cancer,B62y5,Malignant lymphoma NOS of lymph node inguinal region and leg,2
cancer,B62y6,Malignant lymphoma NOS of intrapelvic lymph nodes,2
cancer,B62y7,Malignant lymphoma NOS of spleen,2
cancer,B62y8,Malignant lymphoma NOS of lymph nodes of multiple sites,2
cancer,B62yz,Malignant lymphoma NOS,2
cancer,B62z.,Malignant neoplasms of lymphoid and histiocytic tissue NOS,2
cancer,B62z0,Unspec malig neop lymphoid/histiocytic of unspecified site,2
cancer,B62z1,Unspec malig neop lymphoid/histiocytic lymph node head/neck,2
cancer,B62z2,Unspec malig neop lymphoid/histiocytic of intrathoracic node,2
cancer,B62z3,Unspec malig neop lymphoid/histiocytic intra-abdominal nodes,2
cancer,B62z4,Unspec malig neop lymphoid/histiocytic lymph node axilla/arm,2
cancer,B62z5,Unspec malig neop lymphoid/histiocytic nodes inguinal/leg,2
cancer,B62z6,Unspec malig neop lymphoid/histiocytic of intrapelvic nodes,2
cancer,B62z7,Unspec malig neop lymphoid/histiocytic of spleen,2
cancer,B62z8,Unspec malig neop lymphoid/histiocytic of multiple sites,2
cancer,B62zz,Lymphoid and histiocytic malignancy NOS,2
cancer,B63..,Multiple myeloma and immunoproliferative neoplasms,2
cancer,B630.,Multiple myeloma,2
cancer,B6300,"Malignant plasma cell neoplasm, extramedullary plasmacytoma",2
cancer,B6301,Solitary myeloma,2
cancer,B6302,Plasmacytoma NOS,2
cancer,B6303,Lambda light chain myeloma,2
cancer,B631.,Plasma cell leukaemia,2
cancer,B63y.,Other immunoproliferative neoplasms,2
cancer,B63z.,Immunoproliferative neoplasm or myeloma NOS,2
cancer,B64..,Lymphoid leukaemia,2
cancer,B640.,Acute lymphoid leukaemia,2
cancer,B641.,Chronic lymphoid leukaemia,2
cancer,B642.,Subacute lymphoid leukaemia,2
cancer,B64y.,Other lymphoid leukaemia,2
cancer,B64y0,Aleukaemic lymphoid leukaemia,2
cancer,B64y1,Prolymphocytic leukaemia,2
cancer,B64y2,Adult T-cell leukaemia,2
cancer,B64yz,Other lymphoid leukaemia NOS,2
cancer,B64z.,Lymphoid leukaemia NOS,2
cancer,B65..,Myeloid leukaemia,2
cancer,B650.,Acute myeloid leukaemia,2
cancer,B651.,Chronic granulocytic leukaemia,2
cancer,B6510,Chronic eosinophilic leukaemia,2
cancer,B6512,Chronic neutrophilic leukaemia,2
cancer,B651z,Chronic myeloid leukaemia NOS,2
cancer,B652.,Subacute myeloid leukaemia,2
cancer,B653.,Myeloid sarcoma,2
cancer,B6530,Chloroma,2
cancer,B6531,Granulocytic sarcoma,2
cancer,B653z,Myeloid sarcoma NOS,2
cancer,B65y.,Other myeloid leukaemia,2
cancer,B65y0,Aleukaemic myeloid leukaemia,2
cancer,B65y1,Acute promyelocytic leukaemia,2
cancer,B65yz,Other myeloid leukaemia NOS,2
cancer,B65z.,Myeloid leukaemia NOS,2
cancer,B66..,Monocytic leukaemia,2
cancer,B660.,Acute monocytic leukaemia,2
cancer,B661.,Chronic monocytic leukaemia,2
cancer,B662.,Subacute monocytic leukaemia,2
cancer,B66y.,Other monocytic leukaemia,2
cancer,B66y0,Aleukaemic monocytic leukaemia,2
cancer,B66yz,Other monocytic leukaemia NOS,2
cancer,B66z.,Monocytic leukaemia NOS,2
cancer,B67..,Other specified leukaemia,2
cancer,B670.,Di Guglielmo's disease,2
cancer,B671.,Heilmeyer - Schoner disease,2
cancer,B672.,Megakaryocytic leukaemia,2
cancer,B673.,Mast cell leukaemia,2
cancer,B674.,Acute panmyelosis,2
cancer,B675.,Acute myelofibrosis,2
cancer,B67y.,Other and unspecified leukaemia,2
cancer,B67y0,Lymphosarcoma cell leukaemia,2
cancer,B67yz,Other and unspecified leukaemia NOS,2
cancer,B67z.,Other specified leukaemia NOS,2
cancer,B68..,Leukaemia of unspecified cell type,2
cancer,B680.,Acute leukaemia NOS,2
cancer,B681.,Chronic leukaemia NOS,2
cancer,B682.,Subacute leukaemia NOS,2
cancer,B68y.,Other leukaemia of unspecified cell type,2
cancer,B68z.,Leukaemia NOS,2
cancer,B69..,Myelomonocytic leukaemia,2
cancer,B690.,Acute myelomonocytic leukaemia,2
cancer,B691.,Chronic myelomonocytic leukaemia,2
cancer,B692.,Subacute myelomonocytic leukaemia,2
cancer,B6y..,Malignant neoplasm lymphatic or haematopoietic tissue OS,2
cancer,B6y0.,Myeloproliferative disease,2
cancer,B6y1.,Myelosclerosis with myeloid metaplasia,2
cancer,B6z..,Malignant neoplasm lymphatic or haematopoietic tissue NOS,2
cancer,B6z0.,Kaposi's sarcoma of lymph nodes,2
cancer,BB16.,Epithelioma,2
cancer,BBP1.,Mesothelioma of pleura,2
cancer,By...,Neoplasms otherwise specified,2
cancer,Byu..,[X]Additional neoplasm classification terms,2
cancer,Byu0.,"[X]Malignant neoplasm of lip, oral cavity and pharynx",2
cancer,Byu1.,[X]Malignant neoplasm of digestive organs,2
cancer,Byu10,[X]Other sarcomas of the liver,2
cancer,Byu11,[X]Other specified carcinomas of liver,2
cancer,Byu12,"[X]Malignant neoplasm of intestinal tract, part unspecified",2
cancer,Byu13,[X]Malignant neoplsm/ill-defin sites within digestive system,2
cancer,Byu2.,[X]Malignant neoplasm of respiratory and intrathoracic orga,2
cancer,Byu20,"[X]Malignant neoplasm of bronchus or lung, unspecified",2
cancer,Byu21,"[X]Malignant neoplasm/overlap lesion/heart,mediastinm",2
cancer,Byu22,"[X]Malignant neoplasm/upper resp tract, part unspecified",2
cancer,Byu23,[X]Malignant neopl/overlapping les/resp organs,2
cancer,Byu24,[X]Malignant neoplasm/ill-defined sites within resp system,2
cancer,Byu25,"[X]Malignant neoplasm of mediastinum, part unspecified",2
cancer,Byu25,"Malignant neoplasm of mediastinum, part unspecified",2
cancer,Byu3.,[X]Malignant neoplasm of bone and articular cartilage,2
cancer,Byu30,[X]Mal neoplasm/overlap lesion/bone cartilage/limb,2
cancer,Byu31,"[X]Malignant neoplasm/bones cartilage/limb,unspfd",2
cancer,Byu31,"Malignant neoplasm/bones cartilage/limb,unspfd",2
cancer,Byu32,[X]Malignant neoplasm/overlap lesion/bone cartilage,2
cancer,Byu32,Malignant neoplasm/overlap lesion/bone cartilage,2
cancer,Byu33,"[X]Malignant neoplasm/bone cartilage, unspecified",2
cancer,Byu4.,[X]Melanoma and other malignant neoplasms of skin,2
cancer,Byu40,[X]Malignant melanoma of other parts of face,2
cancer,Byu41,"[X]Malignant melanoma of skin, unspecified",2
cancer,Byu42,[X]Oth malignant neoplasm/skin of oth parts of face,2
cancer,Byu43,"[X]Malignant neoplasm of skin, unspecified",2
cancer,Byu5.,[X]Malignant neoplasm of mesothelial and soft tissue,2
cancer,Byu50,[X]Mesothelioma of lung,2
cancer,Byu51,"[X]Mesothelioma, unspecified",2
cancer,Byu52,[X]Kaposi's sarcoma of multiple organs,2
cancer,Byu53,"[X]Kaposi's sarcoma, unspecified",2
cancer,Byu53,"Kaposi's sarcoma, unspecified",2
cancer,Byu54,"[X]Malignant neoplasm/peripheral nerves of trunk,unspecified",2
cancer,Byu54,"Malignant neoplasm/peripheral nerves of trunk,unspecified",2
cancer,Byu55,[X]Mal neoplasm/overlap les/periph nerv nerv systm,2
cancer,Byu56,"[X]Mal neoplasm/periph nerves nervous system,unspc",2
cancer,Byu56,"Mal neoplasm/periph nerves nervous system,unspc",2
cancer,Byu57,"[X]Malignant neoplasm of peritoneum, unspecified",2
cancer,Byu58,"[X]Mal neoplasm/connective tissue of trunk,unspecified",2
cancer,Byu59,"[X]Malignant neoplasm/connective  soft tissue,unspecified",2
cancer,Byu5A,[X]Malignant neoplasm overlapping lesion of skin,2
cancer,Byu5A,Malignant neoplasm overlapping lesion of skin,2
cancer,Byu6.,[X]Malignant neoplasm of breast,2
cancer,Byu7.,[X]Malignant neoplasm of female genital organs,2
cancer,Byu70,"[X]Malignant neoplasm of uterine adnexa, unspecified",2
cancer,Byu71,[X]Malignant neoplasm/other specified female genital organs,2
cancer,Byu72,[X]Malignant neoplasm/overlapping lesion/feml genital organs,2
cancer,Byu72,Malignant neoplasm/overlapping lesion/feml genital organs,2
cancer,Byu73,"[X]Malignant neoplasm of female genital organ, unspecified",2
cancer,Byu8.,[X]Malignant neoplasm of male genital organs,2
cancer,Byu80,[X]Malignant neoplasm/other specified male genital organs,2
cancer,Byu81,[X]Malignant neoplasm/overlapping lesion/male genital organs,2
cancer,Byu82,"[X]Malignant neoplasm of male genital organ, unspecified",2
cancer,Byu9.,[X]Malignant neoplasm of urinary tract,2
cancer,Byu90,"[X]Malignant neoplasm of urinary organ, unspecified",2
cancer,ByuA.,"[X]Malignant neoplasm of eye, brain and other parts of cent",2
cancer,ByuA0,[X]Malignant neoplasm/other and unspecified cranial nerves,2
cancer,ByuA1,"[X]Malignant neoplasm/central nervous system, unspecified",2
cancer,ByuA2,"[X]Malignant neoplasm of meninges, unspecified",2
cancer,ByuA2,"Malignant neoplasm of meninges, unspecified",2
cancer,ByuA3,"[X]Malig neopl, overlap lesion brain & other part of CNS",2
cancer,ByuA3,"Malig neopl, overlap lesion brain & other part of CNS",2
cancer,ByuB0,"Malignant neoplasm-pluriglandular involvement,unspecified",2
cancer,ByuC0,[X]Malignant neoplasm of other specified sites,2
cancer,ByuD.,"[X]Malignant neoplasms of lymphoid, haematopoietic and rela",2
cancer,ByuD0,[X]Other Hodgkin's disease,2
cancer,ByuD1,[X]Other types of follicular non-Hodgkin's lymphoma,2
cancer,ByuD2,[X]Other types of diffuse non-Hodgkin's lymphoma,2
cancer,ByuD3,[X]Other specified types of non-Hodgkin's lymphoma,2
cancer,ByuD4,[X]Other malignant immunoproliferative diseases,2
cancer,ByuD5,[X]Other lymphoid leukaemia,2
cancer,ByuD6,[X]Other myeloid leukaemia,2
cancer,ByuD7,[X]Other monocytic leukaemia,2
cancer,ByuD8,[X]Other specified leukaemias,2
cancer,ByuD9,[X]Other leukaemia of unspecified cell type,2
cancer,ByuDA,"[X]Oth spcf mal neoplsm/lymphoid,haematopoietic tissue",2
cancer,ByuDC,"[X]Diffuse non-Hodgkin's lymphoma, unspecified",2
cancer,ByuDC,"Diffuse non-Hodgkin's lymphoma, unspecified",2
cancer,ByuDD,[X]Oth and unspecif peripheral & cutaneous T-cell lymphomas,2
cancer,ByuDD,Oth and unspecif peripheral & cutaneous T-cell lymphomas,2
cancer,ByuDE,[X]Unspecified B-cell non-Hodgkin's lymphoma,2
cancer,ByuDE,Unspecified B-cell non-Hodgkin's lymphoma,2
cancer,ByuDF,"[X]Non-Hodgkin's lymphoma, unspecified type",2
cancer,ByuE.,[X]Malignant neoplasms/independent (primary) multiple sites,2
cancer,ByuE0,[X]Malignant neoplasms/independent(primary)multiple sites,2
cancer,Bz...,Cancers,2
cancer,Bz...,Neoplasms NOS,2
cancer,X3023,Malignant neoplasm of stomach,2
cancer,X77mu,Epithelioma,2
cancer,X77ou,Mesothelioma,2
cancer,X78ag,Malignant neoplasm of optic nerve,2
cancer,X78ap,Malignant neoplasm of acoustic nerve,2
cancer,X78ef,Cancers,2
cancer,X78eg,Malignant neoplasm of genitourinary organ,2
cancer,X78eh,"Carcinoma of bone, connective tissue, skin and breast",2
cancer,X78ei,"Carcinoma of bone, connective tissue, skin and breast",2
cancer,X78ej,"Carcinoma of lip, oral cavity and pharynx",2
cancer,X78g0,Carcinoma of respiratory tract and intrathoracic organs,2
cancer,X78ga,Malignant neoplasm of common bile duct,2
cancer,X78gM,Carcinoma of caecum,2
cancer,X78gp,Malignant neoplasm of carpal bones,2
cancer,X78gq,Malignant neoplasm of carpal bones,2
cancer,X78gS,Anal carcinoma,2
cancer,X78gY,Carcinoma gallbladder,2
cancer,X78h1,Epithelioma,2
cancer,X78h7,Epithelioma,2
cancer,X78ha,Kaposi's sarcoma of skin,2
cancer,X78io,Malignant neoplasm of testis NOS,2
cancer,X78ip,Malignant neoplasm of testis NOS,2
cancer,X78iu,Malig neop of kidney and other unspecified urinary organs,2
cancer,X78lF,Malignant neoplasm of other and unspecified sites,2
cancer,X78OK,Rectal carcinoma,2
cancer,X78OW,Malignant neoplasm of cloacogenic zone,2
cancer,X78P0,Primary angiosarcoma of liver,2
cancer,X78Qc,Mesothelioma of pleura,2
cancer,X78RR,Malignant neoplasm of skin NOS,2
cancer,X78SS,Epithelioma,2
cancer,X78VS,Mesothelioma of peritoneum,2
cancer,X78VT,Mesothelioma of pericardium,2
cancer,Xa0bg,"Malignant neoplasm of upper lobe, bronchus or lung",2
cancer,Xa0D9,Dermatofibrosarcoma protuberans,2
cancer,Xa0KG,Lung cancer,2
cancer,Xa0So,Acute myelofibrosis,2
