gprdmedcode,Read/OXMIS term,Read/OXMIS code,Charlson disease category,Charlson score weight
265537,CARCINOMA EXTRAHEPATIC BILE DUCT,1561C,Cancer,2
224226,Hodgkin's lymphocytic depletion intra-abdominal lymph nodes,B616300,Cancer,2
224219,Reticulosarcoma of lymph nodes of multiple sites,B600800,Cancer,2
224236,Leukaemic reticuloendotheliosis,B624.11,Cancer,2
224191,Malignant neoplasm of kidney parenchyma,B4A0.00,Cancer,2
219893,POSTCRICOID CARCINOMA,1480C,Cancer,2
224125,Malignant neoplasm of nasopharynx,B07..00,Cancer,2
288158,Lymphosarcoma of unspecified site,B601000,Cancer,2
206194,"Hodgkin's disease, mixed cellularity of spleen",B615700,Cancer,2
303117,CERVIX UTERI CARCINOMA,180 C,Cancer,2
206134,Malignant melanoma of scalp and neck NOS,B324z00,Cancer,2
265538,MALIGNANT CHOLESTEATOMA,1601AC,Cancer,2
288159,Lymphosarcoma NOS,B601z00,Cancer,2
233358,Granulocytic sarcoma,B653100,Cancer,2
242612,"[X]Kaposi's sarcoma, unspecified",Byu5300,Cancer,2
246470,[V]Personal history of malignant neoplasm of prostate,ZV10415,Cancer,2
224123,Kaposi's sarcoma of palate,B05z000,Cancer,2
288169,Hodgkin's disease NOS of intrathoracic lymph nodes,B61z200,Cancer,2
210820,FOLLICULAR LYMPHOMA,2020FL,Cancer,2
242316,Malignant neoplasm of tibia,B307200,Cancer,2
233350,"Diffuse non-Hodgkin's lymphoma, unspecified",B627X00,Cancer,2
274022,[V]Personal history of malignant neoplasm of brain,ZV10y12,Cancer,2
201862,LYMPHOSARCOMA SMALL INTESTINE,1529BL,Cancer,2
288171,Mycosis fungoides of intrathoracic lymph nodes,B621200,Cancer,2
274690,LYMPHOSARCOMA,2001,Cancer,2
269937,Malignant neoplasm of temporal bone,B300800,Cancer,2
237959,MYELOBLASTOSIS WITH REFRACTORY ANAEMIA,2050RA,Cancer,2
247104,MALIGNANT NEOPLASM AUDITORY CANAL,1732AC,Cancer,2
278990,"Malignant neoplasm, overlapping lesion of larynx",B214.00,Cancer,2
274684,WILM'S TUMOUR,1890W,Cancer,2
260678,Malignant neoplasm of septum of nose,B200200,Cancer,2
279002,Malignant neoplasm of ilium,B306000,Cancer,2
274676,MYOSARCOMA,1719M,Cancer,2
201867,MALIGNANT NEOPLASM HEPATOCELLULAR,1550HC,Cancer,2
279030,Malignant neoplasm of seminal vesicle,B48y000,Cancer,2
297323,Malignant neoplasm of oropharynx,B06..00,Cancer,2
201873,TRACHEA CARCINOMA,1620C,Cancer,2
292899,MENINGIOMA SPINAL CORD MALIGNANT,1923,Cancer,2
297403,Malignant neoplasm of other and ill-defined sites,B55..00,Cancer,2
206150,Malignant neoplasm of nipple of male breast,B350000,Cancer,2
269944,Malig neop connective and soft tissue other specified site,B31y.00,Cancer,2
237957,MALIGNANT NEOPLASM BONE MARROW,2022BM,Cancer,2
260980,[X]Malignant neoplasm/other specified male genital organs,Byu8000,Cancer,2
279062,"Hodgkin's, lymphocytic-histiocytic pred inguinal and leg",B613500,Cancer,2
297357,Malig neop of connective and soft tissue of hip and leg,B312.00,Cancer,2
269988,"Hodgkin's, lymphocytic-histiocytic pred intrapelvic nodes",B613600,Cancer,2
215169,Malignant neoplasm of head NOS,B550000,Cancer,2
260662,Malignant neoplasm of pharyngeal tonsil,B071100,Cancer,2
251469,Malignant neoplasm of other specified mouth parts,B05y.00,Cancer,2
260713,Malignant neoplasm of ovary and other uterine adnexa,B44..00,Cancer,2
306061,CARCINOMA RECURRENT,1991CR,Cancer,2
274658,MALIGNANT LYMPHOMA STOMACH,1519BL,Cancer,2
274657,SARCOMA STOMACH,1519B,Cancer,2
269912,Malignant neoplasm of laryngopharynx,B0z2.00,Cancer,2
297376,Malignant neoplasm of overlapping lesion of corpus uteri,B432.00,Cancer,2
206120,Malignant neoplasm of accessory sinus NOS,B20z.00,Cancer,2
274653,MALIGNANT NEOPLASM TONSIL,1460A,Cancer,2
274024,[V]Personal history of unspecified malignant neoplasm,ZV10z00,Cancer,2
274023,[V]Personal history of malignant neoplasm of thyroid,ZV10y15,Cancer,2
224131,"Malig neop other site rectum, rectosigmoid junction and anus",B14y.00,Cancer,2
201865,MALIGNANT NEOPLASM INTESTINE,1539AT,Cancer,2
260675,Malignant neoplasm of body of pancreas,B171.00,Cancer,2
233347,Leukaemic reticuloendotheliosis of intrapelvic lymph nodes,B624600,Cancer,2
270004,Mast cell malignancy of spleen,B626700,Cancer,2
237949,HYPERNEPHROMA,1890CH,Cancer,2
224240,Lymphoid leukaemia NOS,B64z.00,Cancer,2
288095,Malignant neoplasm of mastoid air cells,B201300,Cancer,2
260755,Hodgkin's nodular sclerosis of intrathoracic lymph nodes,B614200,Cancer,2
215167,Malignant neoplasm of pineal gland,B543.00,Cancer,2
256313,MALIGNANT NEOPLASM INTERVERTEBRAL CARTIL,1702D,Cancer,2
269919,Malignant neoplasm of intrahepatic biliary passages,B151200,Cancer,2
201879,MALIGNANT NEOPLASM VAGINA,1840A,Cancer,2
260728,Malignant neoplasm of chest wall NOS,B551100,Cancer,2
260727,Malignant neoplasm of peripheral nerve of pelvis,B524500,Cancer,2
297439,Malignant histiocytosis,B623.00,Cancer,2
233332,Hodgkin's paragranuloma of unspecified site,B610000,Cancer,2
297429,"Hodgkin's disease, nodular sclerosis of spleen",B614700,Cancer,2
251531,Renal malignant neoplasm,B4A..11,Cancer,2
251541,Malignant neoplasm of supraclavicular fossa NOS,B550500,Cancer,2
297441,Leukaemic reticuloendotheliosis of unspecified sites,B624000,Cancer,2
256346,PAROTID GLAND ADENOMA,2102AP,Cancer,2
279010,Malignant melanoma of lip,B320.00,Cancer,2
297327,Malignant neoplasm of other specified hypopharyngeal site,B08y.00,Cancer,2
260769,Malignant lymphoma NOS of lymph nodes of multiple sites,B62y800,Cancer,2
260707,Malignant neoplasm of nipple of female breast,B340000,Cancer,2
251569,"Letterer-Siwe disease of lymph nodes of head, face and neck",B625100,Cancer,2
206133,Malignant melanoma of eyebrow,B323200,Cancer,2
303154,MYCOSIS FUNGOIDES,2021,Cancer,2
292872,CARCINOMA TONSIL,1460C,Cancer,2
274659,STOMACH LEIOMYBLASTOMA,1519L,Cancer,2
206136,Malignant melanoma of heel,B327600,Cancer,2
297373,Ca female breast,B34..11,Cancer,2
297399,Malignant neoplasm of cauda equina,B525.00,Cancer,2
288182,Histiocytic leukaemia,B66..11,Cancer,2
229007,MALIGNANT NEOPLASM ABDOMEN,1950A,Cancer,2
206114,Malignant neoplasm of mesorectum,B18y200,Cancer,2
233308,Malignant neoplasm of overlapping lesion of urinary organs,B4Ay000,Cancer,2
297345,Malignant neoplasm of lower lobe bronchus,B224000,Cancer,2
242323,"Malignant neoplasm of connective and soft tissue, site NOS",B31z.00,Cancer,2
279006,Malignant neoplasm of connective and soft tissue of finger,B311400,Cancer,2
265556,MALIGNANT NEOPLASM HEAD,1959AA,Cancer,2
297364,Malignant melanoma of face NOS,B323z00,Cancer,2
251514,Malignant neoplasm of skin of nose (external),B333400,Cancer,2
260665,Malignant neoplasm posterior margin nasal septum and choanae,B073200,Cancer,2
274685,THYMOMA MALIGNANT,1942AM,Cancer,2
215124,Malignant neoplasm of great vessels,B313200,Cancer,2
242282,Malignant neoplasm of hard palate,B052.00,Cancer,2
219922,LEUKAEMIA MYELOBLASTIC ACUTE,2050MB,Cancer,2
297352,Malignant neoplasm of carpal bone - triquetrum,B305200,Cancer,2
260709,Malignant neoplasm of lower-inner quadrant of female breast,B343.00,Cancer,2
242386,Immunoproliferative neoplasm,B62zz11,Cancer,2
251558,"Burkitt's lymphoma of lymph nodes of head, face and neck",B602100,Cancer,2
206165,Malignant neoplasm of cerebral arachnoid mater,B521100,Cancer,2
260710,Malignant neoplasm of other site of male breast,B35z.00,Cancer,2
279078,Diffuse non-Hodgkin's lymphoma undifferentiated (diffuse),B627800,Cancer,2
297423,Hodgkin's granuloma of intra-abdominal lymph nodes,B611300,Cancer,2
215080,Malignant neoplasm of submandibular gland,B021.00,Cancer,2
297317,Malignant neoplasm of lower gum,B031.00,Cancer,2
288116,Malignant melanoma of scalp and neck,B324.00,Cancer,2
215153,Malignant neoplasm of labia majora NOS,B451z00,Cancer,2
206148,Malignant neoplasm of other site of female breast NOS,B34yz00,Cancer,2
206105,Malignant neoplasm of liver and intrahepatic bile ducts,B15..00,Cancer,2
303153,SARCOMA RETICULUM-CELL,2000,Cancer,2
215119,Malignant neoplasm of lateral cuneiform,B308500,Cancer,2
233273,Malignant neoplasm of maxillary sinus,B202.00,Cancer,2
260754,"Hodgkin's, lymphocytic-histiocytic pred axilla and arm",B613400,Cancer,2
260756,Hodgkin's nodular sclerosis of intrapelvic lymph nodes,B614600,Cancer,2
264855,[V]Personal history of malignant neoplasm of middle ear,ZV10213,Cancer,2
270938,Cerebrovascular disease NOS,G6z..00,Cerebrovascular disease,1
216057,Intracranial haemorrhage NOS,G62z.00,Cerebrovascular disease,1
234272,Cerebellar haemorrhage,G613.00,Cerebrovascular disease,1
289092,Cerebrovascular disease,G6...00,Cerebrovascular disease,1
289098,Other cerebrovascular disease,G67..00,Cerebrovascular disease,1
225140,"Right sided intracerebral haemorrhage, unspecified",G61X100,Cerebrovascular disease,1
266473,MENINGEAL HAEMORRHAGE TRAUMATIC,8520M,Cerebrovascular disease,1
243291,Precerebral artery occlusion NOS,G63z.00,Cerebrovascular disease,1
298372,"Subarachnoid haemorrh from intracranial artery, unspecif",G60X.00,Cerebrovascular disease,1
216053,Subarachnoid haemorrhage from vertebral artery,G606.00,Cerebrovascular disease,1
226920,Traumatic subdural haemorrhage,S628.00,Cerebrovascular disease,1
247398,CEREBROVASCULAR DISEASE WITH HYPERTENSIO,4380,Cerebrovascular disease,1
207098,Transient cerebral ischaemia NOS,G65z.00,Cerebrovascular disease,1
243290,Stenosis of precerebral arteries,G63..12,Cerebrovascular disease,1
222324,Evacuation of intracerebral haematoma NEC,7004300,Cerebrovascular disease,1
207106,Other cerebrovascular disease OS,G67y.00,Cerebrovascular disease,1
306468,HAEMORRHAGE INTRACEREBRAL,4319CE,Cerebrovascular disease,1
207154,[X]Occlusion and stenosis of other cerebral arteries,Gyu6600,Cerebrovascular disease,1
225149,Sequelae/other  unspecified cerebrovascular diseases,G68W.00,Cerebrovascular disease,1
238210,MENINGEAL HAEMORRHAGE,4309M,Cerebrovascular disease,1
234273,Precerebral arterial occlusion,G63..00,Cerebrovascular disease,1
243295,Transient cerebral ischaemia NOS,G65zz00,Cerebrovascular disease,1
225141,Intracerebral haemorrhage NOS,G61z.00,Cerebrovascular disease,1
234282,Generalised ischaemic cerebrovascular disease NOS,G671.00,Cerebrovascular disease,1
306476,CEREBROVASCULAR DISEASE,4389,Cerebrovascular disease,1
225144,Other transient cerebral ischaemia,G65y.00,Cerebrovascular disease,1
215777,Cerebral degeneration due to cerebrovascular disease,F11x200,Cerebrovascular disease,1
216061,Occlusion??? of multiple and bilat cerebral arteries,G677400,Cerebrovascular disease,1
289093,Subarachnoid haemorrhage,G60..00,Cerebrovascular disease,1
225201,[X]Cerebrovascular diseases,Gyu6.00,Cerebrovascular disease,1
284069,HAEMORRHAGE INTRACEREBRAL WITH HYPERTENS,4310,Cerebrovascular disease,1
225136,CVA - cerebrovascular accid due to intracerebral haemorrhage,G61..11,Cerebrovascular disease,1
289096,Other precerebral artery occlusion,G63y.00,Cerebrovascular disease,1
344615,Subdural haemorrhage NOS,G623.00,Cerebrovascular disease,1
217808,Open traumatic subarachnoid haemorrhage,S621.00,Cerebrovascular disease,1
279997,Other specified cerebrovascular disease,G6y..00,Cerebrovascular disease,1
243293,Transient cerebral ischaemia,G65..00,Cerebrovascular disease,1
225202,[X]Other specified cerebrovascular diseases,Gyu6700,Cerebrovascular disease,1
225138,"Intracerebral haemorrhage, multiple localized",G618.00,Cerebrovascular disease,1
261700,[X]Occlusion and stenosis of other precerebral arteries,Gyu6500,Cerebrovascular disease,1
276128,H/O: cerebrovascular disease,1477,Cerebrovascular disease,1
234331,[X]Sequelae/other  unspecified cerebrovascular diseases,Gyu6D00,Cerebrovascular disease,1
279988,Subarachnoid haemorrhage from anterior communicating artery,G603.00,Cerebrovascular disease,1
279989,Subarachnoid haemorrhage from posterior communicating artery,G604.00,Cerebrovascular disease,1
270936,Sequelae of intracerebral haemorrhage,G681.00,Cerebrovascular disease,1
298426,[X]Other intracerebral haemorrhage,Gyu6200,Cerebrovascular disease,1
279987,Subarachnoid haemorrhage from middle cerebral artery,G602.00,Cerebrovascular disease,1
289101,Other cerebrovascular disease NOS,G67z.00,Cerebrovascular disease,1
216055,"Left sided intracerebral haemorrhage, unspecified",G61X000,Cerebrovascular disease,1
225139,"Intracerebral haemorrhage in hemisphere, unspecified",G61X.00,Cerebrovascular disease,1
261665,Generalised ischaemic cerebrovascular disease NOS,G671z00,Cerebrovascular disease,1
261657,Cerebral infarction due to embolism of cerebral arteries,G641000,Cerebrovascular disease,1
298427,"[X]Intracerebral haemorrhage in hemisphere, unspecified",Gyu6F00,Cerebrovascular disease,1
289095,"Intracerebral haemorrhage, intraventricular",G617.00,Cerebrovascular disease,1
234284,Sequelae of subarachnoid haemorrhage,G680.00,Cerebrovascular disease,1
265818,HAEMORRHAGE INTRACRANIAL,4319CR,Cerebrovascular disease,1
235966,Traumatic subarachnoid haemorrhage,S627.00,Cerebrovascular disease,1
261653,Subarachnoid haemorrhage NOS,G60z.00,Cerebrovascular disease,1
248001,HAEMORRHAGE SUBARACHNOID TRAUMATIC,8520A,Cerebrovascular disease,1
303835,TRANSIENT CEREBRAL ISCHAEMIA WITH HYPERT,4350,Cerebrovascular disease,1
226916,Subarachnoid haemorrhage following injury,S62..12,Cerebrovascular disease,1
270927,Multiple and bilateral precerebral arterial occlusion,G633.00,Cerebrovascular disease,1
298373,Stroke due to intracerebral haemorrhage,G61..12,Cerebrovascular disease,1
207094,Ruptured berry aneurysm,G600.00,Cerebrovascular disease,1
289094,Subarachnoid haemorrhage from carotid siphon and bifurcation,G601.00,Cerebrovascular disease,1
261654,Intracerebral haemorrhage,G61..00,Cerebrovascular disease,1
298371,Subarachnoid haemorrhage from basilar artery,G605.00,Cerebrovascular disease,1
298384,Late effects of cerebrovascular disease,G68..00,Cerebrovascular disease,1
289154,[X]Other subarachnoid haemorrhage,Gyu6100,Cerebrovascular disease,1
272627,Closed traumatic subarachnoid haemorrhage,S620.00,Cerebrovascular disease,1
256592,SUBARACHNOID HAEMORRHAGE WITH HYPERTENSI,4300,Cerebrovascular disease,1
270986,[X]Subarachnoid haemorrhage from other intracranial arteries,Gyu6000,Cerebrovascular disease,1
303829,SUBARACHNOID HAEMORRHAGE,4309,Cerebrovascular disease,1
207099,CVA unspecified,G66..11,Cerebrovascular disease,1
207100,Middle cerebral artery syndrome,G660.00,Cerebrovascular disease,1
213214,Stroke monitoring,662M.00,Cerebrovascular disease,1
216059,"Cerebral palsy, not congenital or infantile, acute",G669.00,Cerebrovascular disease,1
225147,Anterior cerebral artery syndrome,G661.00,Cerebrovascular disease,1
234279,Stroke and cerebrovascular accident unspecified,G66..00,Cerebrovascular disease,1
234280,Left sided CVA,G667.00,Cerebrovascular disease,1
243296,CVA - Cerebrovascular accident unspecified,G66..13,Cerebrovascular disease,1
252432,Pure sensory lacunar syndrome,G666.00,Cerebrovascular disease,1
261660,Brain stem stroke syndrome,G663.00,Cerebrovascular disease,1
261661,Cerebellar stroke syndrome,G664.00,Cerebrovascular disease,1
261662,Pure motor lacunar syndrome,G665.00,Cerebrovascular disease,1
261663,Right sided CVA,G668.00,Cerebrovascular disease,1
270934,Stroke unspecified,G66..12,Cerebrovascular disease,1
276134,H/O: CVA/stroke,14A7.00,Cerebrovascular disease,1
279994,Posterior cerebral artery syndrome,G662.00,Cerebrovascular disease,1
285273,H/O: stroke,14A7.12,Cerebrovascular disease,1
298379,Stroke due to cerebral arterial occlusion,G64..13,Cerebrovascular disease,1
303847,STROKE,4369B,Cerebrovascular disease,1
261783,[X]Hypersensitivity pneumonitis due to other organic dusts,Hyu4300,Chronic pulmonary disease,1
225254,Pituitary snuff-takers' disease,H35y500,Chronic pulmonary disease,1
252529,Flax-dressers' disease,H442.00,Chronic pulmonary disease,1
261751,Severe asthma attack,H33z011,Chronic pulmonary disease,1
216149,Allergic alveolitis and pneumonitis NOS,H35zz00,Chronic pulmonary disease,1
271041,Panlobular emphysema,H321.00,Chronic pulmonary disease,1
265235,BIRD FANCIER'S LUNG,L5161B,Chronic pulmonary disease,1
303976,ASTHMA ATTACK,493 AB,Chronic pulmonary disease,1
216147,Sequoiosis (red-cedar asthma),H35y600,Chronic pulmonary disease,1
277044,Mild asthma,663V100,Chronic pulmonary disease,1
207197,Malt workers' lung,H354.00,Chronic pulmonary disease,1
289199,Budgerigar-fanciers' lung,H352000,Chronic pulmonary disease,1
280090,Other emphysema,H32y.00,Chronic pulmonary disease,1
207200,Talc pneumoconiosis,H420.00,Chronic pulmonary disease,1
303989,NOCTURNAL ASTHMA,493 NA,Chronic pulmonary disease,1
271042,Asthma,H33..00,Chronic pulmonary disease,1
252520,Bird-fancier's lung,H352.00,Chronic pulmonary disease,1
280085,Simple chronic bronchitis,H310.00,Chronic pulmonary disease,1
261753,Bagassosis,H351.00,Chronic pulmonary disease,1
252517,Pollen asthma,H330.14,Chronic pulmonary disease,1
303985,ASTHMA ALLERGIC GRASS,493 GR,Chronic pulmonary disease,1
238991,EXCISION BRONCHIECTASIS,K3441B,Chronic pulmonary disease,1
280082,Chest infection - unspecified bronchitis,H30..11,Chronic pulmonary disease,1
271038,Obstructive chronic bronchitis,H312.00,Chronic pulmonary disease,1
295371,Severe asthma,663V300,Chronic pulmonary disease,1
207196,Post-infective bronchiectasis,H341.00,Chronic pulmonary disease,1
303974,ASTHMA,493,Chronic pulmonary disease,1
309607,Asthma causes daytime symptoms most days,663v.00,Chronic pulmonary disease,1
306540,ASTHMA EPISODIC,493 EP,Chronic pulmonary disease,1
225244,Other chronic bronchitis NOS,H31yz00,Chronic pulmonary disease,1
268000,Occasional asthma,663V000,Chronic pulmonary disease,1
220257,BYSSINOSIS,5192BY,Chronic pulmonary disease,1
243394,Wood asthma,H35y700,Chronic pulmonary disease,1
277045,Moderate asthma,663V200,Chronic pulmonary disease,1
225252,Bronchiectasis NOS,H34z.00,Chronic pulmonary disease,1
331790,Asthma never causes daytime symptoms,663s.00,Chronic pulmonary disease,1
303973,EMPHYSEMA PULMONARY,492,Chronic pulmonary disease,1
271045,Mixed asthma,H332.00,Chronic pulmonary disease,1
204183,Asthma disturbs sleep weekly,663N100,Chronic pulmonary disease,1
265894,FARMERS' LUNG,5161F,Chronic pulmonary disease,1
289200,Mushroom workers' lung,H355.00,Chronic pulmonary disease,1
289195,Simple chronic bronchitis NOS,H310z00,Chronic pulmonary disease,1
234380,Exercise induced asthma,H33zz11,Chronic pulmonary disease,1
303975,ASTHMA ACUTE,493 AA,Chronic pulmonary disease,1
207199,Asbestosis NOS,H41z.00,Chronic pulmonary disease,1
229332,TRACHEOBRONCHITIS,490 T,Chronic pulmonary disease,1
213218,Asthma causing night waking,663N000,Chronic pulmonary disease,1
240350,Asthma restricts exercise,663e.00,Chronic pulmonary disease,1
298484,Silica pneumoconiosis NOS,H42z.00,Chronic pulmonary disease,1
271049,Chronic pulmonary fibrosis due to chemical fumes,H464200,Chronic pulmonary disease,1
222256,Asthma - currently dormant,663h.00,Chronic pulmonary disease,1
331791,Asthma causes daytime symptoms 1 to 2 times per month,663t.00,Chronic pulmonary disease,1
234378,Hay fever with asthma,H330.13,Chronic pulmonary disease,1
298481,Extrinsic allergic alveolitis,H35..00,Chronic pulmonary disease,1
223868,Asthma monitored,9OJA.11,Chronic pulmonary disease,1
234379,Status asthmaticus NOS,H33z000,Chronic pulmonary disease,1
261759,Chronic obstructive pulmonary disease NOS,H3z..11,Chronic pulmonary disease,1
216145,Asthma unspecified,H33z.00,Chronic pulmonary disease,1
225247,Atrophic (senile) emphysema,H32y100,Chronic pulmonary disease,1
256652,CHRONIC ASTHMA,493 JC,Chronic pulmonary disease,1
303988,ASTHMA EXACERBATION,493 KB,Chronic pulmonary disease,1
280088,Chronic bullous emphysema,H320.00,Chronic pulmonary disease,1
303972,CHRONIC BRONCHITIS WITH EMPHYSEMA,491 E,Chronic pulmonary disease,1
298477,Centrilobular emphysema,H322.00,Chronic pulmonary disease,1
216148,Allergic alveolitis and pneumonitis NOS,H35z.00,Chronic pulmonary disease,1
220239,CHRONIC SPASMODIC BRONCHITIS,491 BS,Chronic pulmonary disease,1
265869,ASTHMA FREQUENCY REGULARLY,493 BG,Chronic pulmonary disease,1
238257,ASTHMA POLLEN INITIATED,493 GS,Chronic pulmonary disease,1
213221,Asthma sometimes restricts exercise,6.63E+02,Chronic pulmonary disease,1
252521,Suberosis ( cork-handlers' lung ),H353.00,Chronic pulmonary disease,1
261749,Childhood asthma,H330.12,Chronic pulmonary disease,1
340378,Asthma night-time symptoms,66YP.00,Chronic pulmonary disease,1
234375,Other emphysema NOS,H32yz00,Chronic pulmonary disease,1
204184,Asthma never restricts exercise,663f.00,Chronic pulmonary disease,1
216152,Silica and silicate pneumoconiosis,H42..00,Chronic pulmonary disease,1
306532,ASTHMA SEVERITY MILD,493 AI,Chronic pulmonary disease,1
261762,Bronchitis and pneumonitis due to chemical fumes,H460.00,Chronic pulmonary disease,1
303987,EXACERBATION OF ASTHMA,493 KA,Chronic pulmonary disease,1
275019,INTRINSIC ASTHMA,493 HT,Chronic pulmonary disease,1
256689,ANTHRACOSILICOSIS,5151,Chronic pulmonary disease,1
252514,Obstructive chronic bronchitis NOS,H312z00,Chronic pulmonary disease,1
216143,MacLeod's unilateral emphysema,H32y200,Chronic pulmonary disease,1
306536,ASTHMA AND BRONCHITIS,493 BD,Chronic pulmonary disease,1
284119,ASTHMA FREQUENCY ON EXERCISE ONLY,493 BI,Chronic pulmonary disease,1
345882,Occupational asthma,173c.00,Chronic pulmonary disease,1
298476,Other chronic bronchitis,H31y.00,Chronic pulmonary disease,1
234381,Allergic bronchitis NEC,H33zz13,Chronic pulmonary disease,1
303069,PIGEON FANCIER'S LUNG,114 PF,Chronic pulmonary disease,1
225256,Pneumoconiosis due to inorganic dust NOS,H43z.00,Chronic pulmonary disease,1
280092,Extrinsic asthma with asthma attack,H330111,Chronic pulmonary disease,1
243389,Bronchitis unspecified,H30..00,Chronic pulmonary disease,1
216159,Lung disease due to external agents NOS,H4z..00,Chronic pulmonary disease,1
234383,Asbestosis,H41..00,Chronic pulmonary disease,1
205844,Attends asthma monitoring,9OJ1.00,Chronic pulmonary disease,1
298482,Pigeon-fanciers' lung,H352100,Chronic pulmonary disease,1
298480,Intrinsic asthma,H331.00,Chronic pulmonary disease,1
216144,Late onset asthma,H331.11,Chronic pulmonary disease,1
294460,C/O bronchial catarrh,1761,Chronic pulmonary disease,1
207194,Chronic bronchitis,H31..00,Chronic pulmonary disease,1
303971,BRONCHITIS ACUTE ON CHRONIC,491 AC,Chronic pulmonary disease,1
261752,Farmers' lung,H350.00,Chronic pulmonary disease,1
306525,BRONCHITIS PURULENT,466 D,Chronic pulmonary disease,1
345151,Brittle asthma,H334.00,Chronic pulmonary disease,1
243420,Compensatory emphysema,H582.00,Chronic pulmonary disease,1
243418,Lung disease with diseases EC NOS,H57yz00,Chronic pulmonary disease,1
306529,BRONCHITIS RECURRENT,491 R,Chronic pulmonary disease,1
280086,Mucopurulent chronic bronchitis,H311.00,Chronic pulmonary disease,1
261746,Chronic tracheobronchitis,H31y100,Chronic pulmonary disease,1
225246,Giant bullous emphysema,H320200,Chronic pulmonary disease,1
213217,Asthma disturbing sleep,663N.00,Chronic pulmonary disease,1
225242,Smokers' cough,H310100,Chronic pulmonary disease,1
280099,Chronic pulmonary fibrosis following radiation,H4y1000,Chronic pulmonary disease,1
339880,Asthma confirmed,1O2..00,Chronic pulmonary disease,1
243400,Chronic emphysema due to chemical fumes,H464000,Chronic pulmonary disease,1
225249,Intrinsic asthma without status asthmaticus,H331000,Chronic pulmonary disease,1
252518,Late-onset asthma,H33z200,Chronic pulmonary disease,1
225251,Recurrent bronchiectasis,H340.00,Chronic pulmonary disease,1
289205,Pleural plaque disease due to asbestosis,H410.00,Chronic pulmonary disease,1
289197,Acute exacerbation of asthma,H333.00,Chronic pulmonary disease,1
265868,BRONCHITIS ALLERGIC CHRONIC,493 AC,Chronic pulmonary disease,1
303979,BRONCHIAL ASTHMA,493 BR,Chronic pulmonary disease,1
287656,"Emergency admission, asthma",8H2P.00,Chronic pulmonary disease,1
261760,Coal workers' pneumoconiosis,H40..00,Chronic pulmonary disease,1
303986,ASTHMA HIGH RISK,493 HR,Chronic pulmonary disease,1
306888,ECZEMA WITH ASTHMA,691 TM,Chronic pulmonary disease,1
303983,ASTHMA EXERCISE INDUCED,493 EB,Chronic pulmonary disease,1
239396,H/O: asthma,14B4.00,Chronic pulmonary disease,1
280089,Chronic bullous emphysema NOS,H320z00,Chronic pulmonary disease,1
261743,Chronic catarrhal bronchitis,H310000,Chronic pulmonary disease,1
261745,Mixed simple and mucopurulent chronic bronchitis,H313.00,Chronic pulmonary disease,1
261747,Chronic bronchitis NOS,H31z.00,Chronic pulmonary disease,1
261750,Intrinsic asthma NOS,H331z00,Chronic pulmonary disease,1
298486,Siderosis,H434.00,Chronic pulmonary disease,1
252519,Bronchiectasis,H34..00,Chronic pulmonary disease,1
261744,Emphysematous bronchitis,H312100,Chronic pulmonary disease,1
261754,Bird-fancier's lung NOS,H352z00,Chronic pulmonary disease,1
243391,Intrinsic asthma with status asthmaticus,H331100,Chronic pulmonary disease,1
289202,Other allergic alveolitis NOS,H35yz00,Chronic pulmonary disease,1
243396,Stannosis,H435.00,Chronic pulmonary disease,1
289198,Asthma attack NOS,H33z111,Chronic pulmonary disease,1
280093,Furriers' lung,H35y300,Chronic pulmonary disease,1
293231,BRONCHITIS SUBACUTE,466 BC,Chronic pulmonary disease,1
308638,Asthma attack,h33z100,Chronic pulmonary disease,1
331626,Asthma causes night symptoms 1 to 2 times per month,663r.00,Chronic pulmonary disease,1
234377,Emphysema NOS,H32z.00,Chronic pulmonary disease,1
271044,Extrinsic asthma NOS,H330z00,Chronic pulmonary disease,1
243390,Bronchial asthma,H33..11,Chronic pulmonary disease,1
280091,Acute vesicular emphysema,H32y000,Chronic pulmonary disease,1
310118,Asthma daytime symptoms,663q.00,Chronic pulmonary disease,1
280096,Obliterative bronchiolitis due to chemical fumes,H464100,Chronic pulmonary disease,1
298514,[X]Pneumoconiosis due to other dust containing silica,Hyu4000,Chronic pulmonary disease,1
303982,STATUS ASTHMATICUS,493 D,Chronic pulmonary disease,1
271043,Hay fever with asthma,H330011,Chronic pulmonary disease,1
271048,Pneumoconiosis due to other inorganic dust,H43..00,Chronic pulmonary disease,1
306539,ASTHMA EXERCISE INCLUDED,493 EA,Chronic pulmonary disease,1
306533,ASTHMA SEVERITY MODERATE,493 AJ,Chronic pulmonary disease,1
280095,Massive silicotic fibrosis,H423.00,Chronic pulmonary disease,1
304054,BRONCHIECTASIS,518,Chronic pulmonary disease,1
225258,Bronchitis and pneumonitis due to chemical fumes NOS,H460z00,Chronic pulmonary disease,1
298479,Extrinsic asthma without status asthmaticus,H330000,Chronic pulmonary disease,1
303970,CHRONIC BRONCHITIS,491,Chronic pulmonary disease,1
261757,Hypersensitivity pneumonitis NOS,H35z100,Chronic pulmonary disease,1
275013,BRONCHITIS OBSTRUCTIVE,491 BT,Chronic pulmonary disease,1
331792,Asthma causes daytime symptoms 1 to 2 times per week,663u.00,Chronic pulmonary disease,1
303977,ASTHMA OCCASIONAL,493 AD,Chronic pulmonary disease,1
213219,Asthma limiting activities,663P.00,Chronic pulmonary disease,1
