read_code,v36_v2_id,v36_v2_term,v36_v2,v36_v3_id,v36_v3_term,v36_v3,v37_v2_id,v37_v2_term,v37_v2,v37_v3_id,v37_v3_term,v37_v3,v38_v2_id,v38_v2_term,v38_v2,v38_v3_id,v38_v3_term,v38_v3
H3120,COPD_COD,Chronic asthmatic bronchitis,1,COPD_COD,Chronic asthmatic bronchitis,1,AST_COD,Chronic asthmatic bronchitis,1,COPD_COD,Chronic asthmatic bronchitis,1,AST_COD,Chronic asthmatic bronchitis,1,COPD_COD,Chronic asthmatic bronchitis,1
H3120,COPD_COD,Chronic asthmatic bronchitis,1,COPD_COD,Chronic asthmatic bronchitis,1,AST_COD,Chronic asthmatic bronchitis,1,COPD_COD,Chronic asthmatic bronchitis,1,COPD_COD,Chronic asthmatic bronchitis,1,AST_COD,Chronic asthmatic bronchitis,1
H3120,COPD_COD,Chronic asthmatic bronchitis,1,COPD_COD,Chronic asthmatic bronchitis,1,AST_COD,Chronic asthmatic bronchitis,1,COPD_COD,Chronic asthmatic bronchitis,1,COPD_COD,Chronic asthmatic bronchitis,1,COPD_COD,Chronic asthmatic bronchitis,1
H3120,COPD_COD,Chronic asthmatic bronchitis,1,COPD_COD,Chronic asthmatic bronchitis,1,COPD_COD,Chronic asthmatic bronchitis,1,AST_COD,Chronic asthmatic bronchitis,1,AST_COD,Chronic asthmatic bronchitis,1,AST_COD,Chronic asthmatic bronchitis,1
H3120,COPD_COD,Chronic asthmatic bronchitis,1,COPD_COD,Chronic asthmatic bronchitis,1,COPD_COD,Chronic asthmatic bronchitis,1,AST_COD,Chronic asthmatic bronchitis,1,AST_COD,Chronic asthmatic bronchitis,1,COPD_COD,Chronic asthmatic bronchitis,1
H3120,COPD_COD,Chronic asthmatic bronchitis,1,COPD_COD,Chronic asthmatic bronchitis,1,COPD_COD,Chronic asthmatic bronchitis,1,AST_COD,Chronic asthmatic bronchitis,1,COPD_COD,Chronic asthmatic bronchitis,1,AST_COD,Chronic asthmatic bronchitis,1
H3120,COPD_COD,Chronic asthmatic bronchitis,1,COPD_COD,Chronic asthmatic bronchitis,1,COPD_COD,Chronic asthmatic bronchitis,1,AST_COD,Chronic asthmatic bronchitis,1,COPD_COD,Chronic asthmatic bronchitis,1,COPD_COD,Chronic asthmatic bronchitis,1
H3120,COPD_COD,Chronic asthmatic bronchitis,1,COPD_COD,Chronic asthmatic bronchitis,1,COPD_COD,Chronic asthmatic bronchitis,1,COPD_COD,Chronic asthmatic bronchitis,1,AST_COD,Chronic asthmatic bronchitis,1,AST_COD,Chronic asthmatic bronchitis,1
H3120,COPD_COD,Chronic asthmatic bronchitis,1,COPD_COD,Chronic asthmatic bronchitis,1,COPD_COD,Chronic asthmatic bronchitis,1,COPD_COD,Chronic asthmatic bronchitis,1,AST_COD,Chronic asthmatic bronchitis,1,COPD_COD,Chronic asthmatic bronchitis,1
H3120,COPD_COD,Chronic asthmatic bronchitis,1,COPD_COD,Chronic asthmatic bronchitis,1,COPD_COD,Chronic asthmatic bronchitis,1,COPD_COD,Chronic asthmatic bronchitis,1,COPD_COD,Chronic asthmatic bronchitis,1,AST_COD,Chronic asthmatic bronchitis,1
H3120,COPD_COD,Chronic asthmatic bronchitis,1,COPD_COD,Chronic asthmatic bronchitis,1,COPD_COD,Chronic asthmatic bronchitis,1,COPD_COD,Chronic asthmatic bronchitis,1,COPD_COD,Chronic asthmatic bronchitis,1,COPD_COD,Chronic asthmatic bronchitis,1
H3121,COPD_COD,Emphysematous bronchitis,1,COPD_COD,Emphysematous bronchitis,1,COPD_COD,Emphysematous bronchitis,1,COPD_COD,Emphysematous bronchitis,1,COPD_COD,Emphysematous bronchitis,1,COPD_COD,Emphysematous bronchitis,1
H3123,COPD_COD,Bronchiolitis obliterans,1,NA,NA,NA,COPD_COD,Bronchiolitis obliterans,1,NA,NA,NA,COPD_COD,Bronchiolitis obliterans,1,NA,NA,NA
H312z,COPD_COD,Obstructive chronic bronchitis NOS,1,COPD_COD,Obstructive chronic bronchitis NOS,1,COPD_COD,Obstructive chronic bronchitis NOS,1,COPD_COD,Obstructive chronic bronchitis NOS,1,COPD_COD,Obstructive chronic bronchitis NOS,1,COPD_COD,Obstructive chronic bronchitis NOS,1
H312z,COPD_COD,Obstructive chronic bronchitis NOS,1,COPD_COD,Obstructive chronic bronchitis NOS,1,COPD_COD,Obstructive chronic bronchitis NOS,1,COPD_COD,Obstructive chronic bronchitis NOS,1,COPD_COD,Obstructive chronic bronchitis NOS,1,COPD_COD,Obstructive chronic bronchitis NOS,1
H312z,COPD_COD,Obstructive chronic bronchitis NOS,1,COPD_COD,Obstructive chronic bronchitis NOS,1,COPD_COD,Obstructive chronic bronchitis NOS,1,COPD_COD,Obstructive chronic bronchitis NOS,1,COPD_COD,Obstructive chronic bronchitis NOS,1,COPD_COD,Obstructive chronic bronchitis NOS,1
H312z,COPD_COD,Obstructive chronic bronchitis NOS,1,COPD_COD,Obstructive chronic bronchitis NOS,1,COPD_COD,Obstructive chronic bronchitis NOS,1,COPD_COD,Obstructive chronic bronchitis NOS,1,COPD_COD,Obstructive chronic bronchitis NOS,1,COPD_COD,Obstructive chronic bronchitis NOS,1
H312z,COPD_COD,Obstructive chronic bronchitis NOS,1,COPD_COD,Obstructive chronic bronchitis NOS,1,COPD_COD,Obstructive chronic bronchitis NOS,1,COPD_COD,Obstructive chronic bronchitis NOS,1,COPD_COD,Obstructive chronic bronchitis NOS,1,COPD_COD,Obstructive chronic bronchitis NOS,1
H312z,COPD_COD,Obstructive chronic bronchitis NOS,1,COPD_COD,Obstructive chronic bronchitis NOS,1,COPD_COD,Obstructive chronic bronchitis NOS,1,COPD_COD,Obstructive chronic bronchitis NOS,1,COPD_COD,Obstructive chronic bronchitis NOS,1,COPD_COD,Obstructive chronic bronchitis NOS,1
H312z,COPD_COD,Obstructive chronic bronchitis NOS,1,COPD_COD,Obstructive chronic bronchitis NOS,1,COPD_COD,Obstructive chronic bronchitis NOS,1,COPD_COD,Obstructive chronic bronchitis NOS,1,COPD_COD,Obstructive chronic bronchitis NOS,1,COPD_COD,Obstructive chronic bronchitis NOS,1
H312z,COPD_COD,Obstructive chronic bronchitis NOS,1,COPD_COD,Obstructive chronic bronchitis NOS,1,COPD_COD,Obstructive chronic bronchitis NOS,1,COPD_COD,Obstructive chronic bronchitis NOS,1,COPD_COD,Obstructive chronic bronchitis NOS,1,COPD_COD,Obstructive chronic bronchitis NOS,1
H313.,COPD_COD,Mixed simple and mucopurulent chronic bronchitis,1,COPD_COD,Mixed simple and mucopurulent chronic bronchitis,1,COPD_COD,Mixed simple and mucopurulent chronic bronchitis,1,COPD_COD,Mixed simple and mucopurulent chronic bronchitis,1,COPD_COD,Mixed simple and mucopurulent chronic bronchitis,1,COPD_COD,Mixed simple and mucopurulent chronic bronchitis,1
H31y.,COPD_COD,Other chronic bronchitis,1,COPD_COD,Other chronic bronchitis,1,COPD_COD,Other chronic bronchitis,1,COPD_COD,Other chronic bronchitis,1,COPD_COD,Other chronic bronchitis,1,COPD_COD,Other chronic bronchitis,1
H31y1,COPD_COD,Chronic tracheobronchitis,1,COPD_COD,Chronic tracheobronchitis,1,COPD_COD,Chronic tracheobronchitis,1,COPD_COD,Chronic tracheobronchitis,1,COPD_COD,Chronic tracheobronchitis,1,COPD_COD,Chronic tracheobronchitis,1
H31yz,COPD_COD,Other chronic bronchitis NOS,1,COPD_COD,Other chronic bronchitis NOS,1,COPD_COD,Other chronic bronchitis NOS,1,COPD_COD,Other chronic bronchitis NOS,1,COPD_COD,Other chronic bronchitis NOS,1,COPD_COD,Other chronic bronchitis NOS,1
H31z.,COPD_COD,Chronic bronchitis NOS,1,COPD_COD,Chronic bronchitis NOS,1,COPD_COD,Chronic bronchitis NOS,1,COPD_COD,Chronic bronchitis NOS,1,COPD_COD,Chronic bronchitis NOS,1,COPD_COD,Chronic bronchitis NOS,1
H32..,COPD_COD,Emphysema,1,COPD_COD,Emphysema,1,COPD_COD,Emphysema,1,COPD_COD,Emphysema,1,COPD_COD,Emphysema,1,COPD_COD,Emphysema,1
H320.,COPD_COD,Chronic bullous emphysema,1,COPD_COD,Chronic bullous emphysema,1,COPD_COD,Chronic bullous emphysema,1,COPD_COD,Chronic bullous emphysema,1,COPD_COD,Chronic bullous emphysema,1,COPD_COD,Chronic bullous emphysema,1
H3200,COPD_COD,Segmental bullous emphysema,1,COPD_COD,Segmental bullous emphysema,1,COPD_COD,Segmental bullous emphysema,1,COPD_COD,Segmental bullous emphysema,1,COPD_COD,Segmental bullous emphysema,1,COPD_COD,Segmental bullous emphysema,1
H3201,COPD_COD,Zonal bullous emphysema,1,COPD_COD,Zonal bullous emphysema,1,COPD_COD,Zonal bullous emphysema,1,COPD_COD,Zonal bullous emphysema,1,COPD_COD,Zonal bullous emphysema,1,COPD_COD,Zonal bullous emphysema,1
H3202,COPD_COD,Giant bullous emphysema,1,COPD_COD,Giant bullous emphysema,1,COPD_COD,Giant bullous emphysema,1,COPD_COD,Giant bullous emphysema,1,COPD_COD,Giant bullous emphysema,1,COPD_COD,Giant bullous emphysema,1
H3203,COPD_COD,Bullous emphysema with collapse,1,NA,NA,NA,COPD_COD,Bullous emphysema with collapse,1,NA,NA,NA,COPD_COD,Bullous emphysema with collapse,1,NA,NA,NA
H320z,COPD_COD,Chronic bullous emphysema NOS,1,COPD_COD,Chronic bullous emphysema NOS,1,COPD_COD,Chronic bullous emphysema NOS,1,COPD_COD,Chronic bullous emphysema NOS,1,COPD_COD,Chronic bullous emphysema NOS,1,COPD_COD,Chronic bullous emphysema NOS,1
H321.,COPD_COD,Panlobular emphysema,1,COPD_COD,Panlobular emphysema,1,COPD_COD,Panlobular emphysema,1,COPD_COD,Panlobular emphysema,1,COPD_COD,Panlobular emphysema,1,COPD_COD,Panlobular emphysema,1
H322.,COPD_COD,Centrilobular emphysema,1,COPD_COD,Centrilobular emphysema,1,COPD_COD,Centrilobular emphysema,1,COPD_COD,Centrilobular emphysema,1,COPD_COD,Centrilobular emphysema,1,COPD_COD,Centrilobular emphysema,1
H32y.,COPD_COD,Other emphysema,1,COPD_COD,Other emphysema,1,COPD_COD,Other emphysema,1,COPD_COD,Other emphysema,1,COPD_COD,Other emphysema,1,COPD_COD,Other emphysema,1
H32y0,COPD_COD,Acute vesicular emphysema,1,COPD_COD,Acute vesicular emphysema,1,COPD_COD,Acute vesicular emphysema,1,COPD_COD,Acute vesicular emphysema,1,COPD_COD,Acute vesicular emphysema,1,COPD_COD,Acute vesicular emphysema,1
H32y1,COPD_COD,Atrophic (senile) emphysema,1,NA,NA,NA,COPD_COD,Atrophic (senile) emphysema,1,NA,NA,NA,COPD_COD,Atrophic (senile) emphysema,1,NA,NA,NA
H32y2,COPD_COD,MacLeod's unilateral emphysema,1,COPD_COD,MacLeods syndrome,1,COPD_COD,MacLeod's unilateral emphysema,1,COPD_COD,MacLeods syndrome,1,COPD_COD,MacLeod's unilateral emphysema,1,COPD_COD,MacLeods syndrome,1
H32yz,COPD_COD,Other emphysema NOS,1,COPD_COD,(Sawyer-Jones syndrome) or (other emphysema NOS),1,COPD_COD,Other emphysema NOS,1,COPD_COD,(Sawyer-Jones syndrome) or (other emphysema NOS),1,COPD_COD,Other emphysema NOS,1,COPD_COD,(Sawyer-Jones syndrome) or (other emphysema NOS),1
H32z.,COPD_COD,Emphysema NOS,1,COPD_COD,Emphysema NOS,1,COPD_COD,Emphysema NOS,1,COPD_COD,Emphysema NOS,1,COPD_COD,Emphysema NOS,1,COPD_COD,Emphysema NOS,1
H36..,COPD_COD,Mild chronic obstructive pulmonary disease,1,NA,NA,NA,COPD_COD,Mild chronic obstructive pulmonary disease,1,NA,NA,NA,COPD_COD,Mild chronic obstructive pulmonary disease,1,NA,NA,NA
H37..,COPD_COD,Moderate chronic obstructive pulmonary disease,1,NA,NA,NA,COPD_COD,Moderate chronic obstructive pulmonary disease,1,NA,NA,NA,COPD_COD,Moderate chronic obstructive pulmonary disease,1,NA,NA,NA
H38..,COPD_COD,Severe chronic obstructive pulmonary disease,1,NA,NA,NA,COPD_COD,Severe chronic obstructive pulmonary disease,1,NA,NA,NA,COPD_COD,Severe chronic obstructive pulmonary disease,1,NA,NA,NA
H39..,COPD_COD,Very severe chronic obstructive pulmonary disease,1,NA,NA,NA,COPD_COD,Very severe chronic obstructive pulmonary disease,1,NA,NA,NA,COPD_COD,Very severe chronic obstructive pulmonary disease,1,NA,NA,NA
H3A..,COPD_COD,End stage chronic obstructive airways disease,1,NA,NA,NA,COPD_COD,End stage chronic obstructive airways disease,1,NA,NA,NA,COPD_COD,End stage chronic obstructive airways disease,1,NA,NA,NA
H3B..,COPD_COD,Asthma-chronic obstructive pulmonary disease overlap syndrome,1,NA,NA,NA,AST_COD,Asthma-chronic obstructive pulmonary disease overlap syndrome,1,NA,NA,NA,AST_COD,Asthma-chronic obstructive pulmonary disease overlap syndrome,1,NA,NA,NA
H3B..,COPD_COD,Asthma-chronic obstructive pulmonary disease overlap syndrome,1,NA,NA,NA,AST_COD,Asthma-chronic obstructive pulmonary disease overlap syndrome,1,NA,NA,NA,COPD_COD,Asthma-chronic obstructive pulmonary disease overlap syndrome,1,NA,NA,NA
H3B..,COPD_COD,Asthma-chronic obstructive pulmonary disease overlap syndrome,1,NA,NA,NA,COPD_COD,Asthma-chronic obstructive pulmonary disease overlap syndrome,1,NA,NA,NA,AST_COD,Asthma-chronic obstructive pulmonary disease overlap syndrome,1,NA,NA,NA
H3B..,COPD_COD,Asthma-chronic obstructive pulmonary disease overlap syndrome,1,NA,NA,NA,COPD_COD,Asthma-chronic obstructive pulmonary disease overlap syndrome,1,NA,NA,NA,COPD_COD,Asthma-chronic obstructive pulmonary disease overlap syndrome,1,NA,NA,NA
H3y..,COPD_COD,Other specified chronic obstructive airways disease,1,COPD_COD,Other specified chronic obstructive airways disease,1,COPD_COD,Other specified chronic obstructive airways disease,1,COPD_COD,Other specified chronic obstructive airways disease,1,COPD_COD,Other specified chronic obstructive airways disease,1,COPD_COD,Other specified chronic obstructive airways disease,1
H3z..,COPD_COD,Chronic obstructive airways disease NOS,1,COPD_COD,Chronic obstructive airways disease NOS,1,COPD_COD,Chronic obstructive airways disease NOS,1,COPD_COD,Chronic obstructive airways disease NOS,1,COPD_COD,Chronic obstructive airways disease NOS,1,COPD_COD,Chronic obstructive airways disease NOS,1
H4640,COPD_COD,Chronic emphysema due to chemical fumes,1,COPD_COD,Chronic emphysema due to chemical fumes,1,COPD_COD,Chronic emphysema due to chemical fumes,1,COPD_COD,Chronic emphysema due to chemical fumes,1,COPD_COD,Chronic emphysema due to chemical fumes,1,COPD_COD,Chronic emphysema due to chemical fumes,1
H4641,COPD_COD,Obliterative bronchiolitis due to chemical fumes,1,COPD_COD,Toxic bronchiolitis obliterans,1,COPD_COD,Obliterative bronchiolitis due to chemical fumes,1,COPD_COD,Toxic bronchiolitis obliterans,1,COPD_COD,Obliterative bronchiolitis due to chemical fumes,1,COPD_COD,Toxic bronchiolitis obliterans,1
H5832,COPD_COD,Eosinophilic bronchitis,1,NA,NA,NA,COPD_COD,Eosinophilic bronchitis,1,NA,NA,NA,COPD_COD,Eosinophilic bronchitis,1,NA,NA,NA
Hyu30,COPD_COD,[X]Other emphysema,1,COPD_COD,[X]Other emphysema,1,COPD_COD,[X]Other emphysema,1,COPD_COD,[X]Other emphysema,1,COPD_COD,[X]Other emphysema,1,COPD_COD,[X]Other emphysema,1
Hyu31,COPD_COD,[X]Other specified chronic obstructive pulmonary disease,1,COPD_COD,[X]Other specified chronic obstructive pulmonary disease,1,COPD_COD,[X]Other specified chronic obstructive pulmonary disease,1,COPD_COD,[X]Other specified chronic obstructive pulmonary disease,1,COPD_COD,[X]Other specified chronic obstructive pulmonary disease,1,COPD_COD,[X]Other specified chronic obstructive pulmonary disease,1
E0013,DEPR_COD,Presenile dementia with depression,1,DEPR_COD,Presenile dementia with depression,1,DEPR_COD,Presenile dementia with depression,1,DEPR_COD,Presenile dementia with depression,1,DEPR_COD,Presenile dementia with depression,1,DEPR_COD,Presenile dementia with depression,1
E0021,DEPR_COD,Senile dementia with depression,1,DEPR_COD,Senile dementia with depression,1,DEPR_COD,Senile dementia with depression,1,DEPR_COD,Senile dementia with depression,1,DEPR_COD,Senile dementia with depression,1,DEPR_COD,Senile dementia with depression,1
E112.,DEPR_COD,Single major depressive episode,1,DEPR_COD,Depression: [single major episode] or [agitated] or [endogenous (including first episode)],1,DEPR_COD,Single major depressive episode,1,DEPR_COD,Depression: [single major episode] or [agitated] or [endogenous (including first episode)],1,DEPR_COD,Single major depressive episode,1,DEPR_COD,Depression: [single major episode] or [agitated] or [endogenous (including first episode)],1
E1120,DEPR_COD,"Single major depressive episode, unspecified",1,DEPR_COD,"Single major depressive episode, unspecified",1,DEPR_COD,"Single major depressive episode, unspecified",1,DEPR_COD,"Single major depressive episode, unspecified",1,DEPR_COD,"Single major depressive episode, unspecified",1,DEPR_COD,"Single major depressive episode, unspecified",1
E1121,DEPR_COD,"Single major depressive episode, mild",1,DEPR_COD,"Single major depressive episode, mild",1,DEPR_COD,"Single major depressive episode, mild",1,DEPR_COD,"Single major depressive episode, mild",1,DEPR_COD,"Single major depressive episode, mild",1,DEPR_COD,"Single major depressive episode, mild",1
E1122,DEPR_COD,"Single major depressive episode, moderate",1,DEPR_COD,"Single major depressive episode, moderate",1,DEPR_COD,"Single major depressive episode, moderate",1,DEPR_COD,"Single major depressive episode, moderate",1,DEPR_COD,"Single major depressive episode, moderate",1,DEPR_COD,"Single major depressive episode, moderate",1
E1123,DEPR_COD,"Single major depressive episode, severe, without mention of psychosis",1,DEPR_COD,"Single major depressive episode, severe, without mention of psychosis",1,DEPR_COD,"Single major depressive episode, severe, without mention of psychosis",1,DEPR_COD,"Single major depressive episode, severe, without mention of psychosis",1,DEPR_COD,"Single major depressive episode, severe, without mention of psychosis",1,DEPR_COD,"Single major depressive episode, severe, without mention of psychosis",1
E1124,DEPR_COD,"Single major depressive episode, severe, with psychosis",1,DEPR_COD,"Single major depressive episode, severe, with psychosis",1,DEPR_COD,"Single major depressive episode, severe, with psychosis",1,DEPR_COD,"Single major depressive episode, severe, with psychosis",1,DEPR_COD,"Single major depressive episode, severe, with psychosis",1,DEPR_COD,"Single major depressive episode, severe, with psychosis",1
E1125,DEPR_COD,"Single major depressive episode, in partial or unspecified remission",1,DEPR_COD,"Single major depressive episode, in partial or unspecified remission",1,DEPR_COD,"Single major depressive episode, in partial or unspecified remission",1,DEPR_COD,"Single major depressive episode, in partial or unspecified remission",1,DEPR_COD,"Single major depressive episode, in partial or unspecified remission",1,DEPR_COD,"Single major depressive episode, in partial or unspecified remission",1
E1126,DEPR_COD,"Single major depressive episode, in full remission",1,DEPR_COD,"Single major depressive episode, in full remission",1,DEPR_COD,"Single major depressive episode, in full remission",1,DEPR_COD,"Single major depressive episode, in full remission",1,DEPR_COD,"Single major depressive episode, in full remission",1,DEPR_COD,"Single major depressive episode, in full remission",1
E112z,DEPR_COD,Single major depressive episode NOS,1,DEPR_COD,Single major depressive episode NOS,1,DEPR_COD,Single major depressive episode NOS,1,DEPR_COD,Single major depressive episode NOS,1,DEPR_COD,Single major depressive episode NOS,1,DEPR_COD,Single major depressive episode NOS,1
E113.,DEPR_COD,Recurrent major depressive episode,1,DEPR_COD,Recurrent depression: [major episode] or [endogenous],1,DEPR_COD,Recurrent major depressive episode,1,DEPR_COD,Recurrent depression: [major episode] or [endogenous],1,DEPR_COD,Recurrent major depressive episode,1,DEPR_COD,Recurrent depression: [major episode] or [endogenous],1
E1130,DEPR_COD,"Recurrent major depressive episodes, unspecified",1,DEPR_COD,"Recurrent major depressive episodes, unspecified",1,DEPR_COD,"Recurrent major depressive episodes, unspecified",1,DEPR_COD,"Recurrent major depressive episodes, unspecified",1,DEPR_COD,"Recurrent major depressive episodes, unspecified",1,DEPR_COD,"Recurrent major depressive episodes, unspecified",1
E1131,DEPR_COD,"Recurrent major depressive episodes, mild",1,DEPR_COD,"Recurrent major depressive episodes, mild",1,DEPR_COD,"Recurrent major depressive episodes, mild",1,DEPR_COD,"Recurrent major depressive episodes, mild",1,DEPR_COD,"Recurrent major depressive episodes, mild",1,DEPR_COD,"Recurrent major depressive episodes, mild",1
E1132,DEPR_COD,"Recurrent major depressive episodes, moderate",1,DEPR_COD,"Recurrent major depressive episodes, moderate",1,DEPR_COD,"Recurrent major depressive episodes, moderate",1,DEPR_COD,"Recurrent major depressive episodes, moderate",1,DEPR_COD,"Recurrent major depressive episodes, moderate",1,DEPR_COD,"Recurrent major depressive episodes, moderate",1
E1133,DEPR_COD,"Recurrent major depressive episodes, severe, without mention of psychosis",1,DEPR_COD,"Recurrent major depressive episodes, severe, without mention of psychosis",1,DEPR_COD,"Recurrent major depressive episodes, severe, without mention of psychosis",1,DEPR_COD,"Recurrent major depressive episodes, severe, without mention of psychosis",1,DEPR_COD,"Recurrent major depressive episodes, severe, without mention of psychosis",1,DEPR_COD,"Recurrent major depressive episodes, severe, without mention of psychosis",1
E1134,DEPR_COD,"Recurrent major depressive episodes, severe, with psychosis",1,DEPR_COD,"Recurrent major depressive episodes, severe, with psychosis",1,DEPR_COD,"Recurrent major depressive episodes, severe, with psychosis",1,DEPR_COD,"Recurrent major depressive episodes, severe, with psychosis",1,DEPR_COD,"Recurrent major depressive episodes, severe, with psychosis",1,DEPR_COD,"Recurrent major depressive episodes, severe, with psychosis",1
E1135,DEPR_COD,"Recurrent major depressive episodes, in partial or unspecified remission",1,DEPR_COD,"Recurrent major depressive episodes, in partial or unspecified remission",1,DEPR_COD,"Recurrent major depressive episodes, in partial or unspecified remission",1,DEPR_COD,"Recurrent major depressive episodes, in partial or unspecified remission",1,DEPR_COD,"Recurrent major depressive episodes, in partial or unspecified remission",1,DEPR_COD,"Recurrent major depressive episodes, in partial or unspecified remission",1
E1136,DEPR_COD,"Recurrent major depressive episodes, in full remission",1,DEPR_COD,"Recurrent major depressive episodes, in full remission",1,DEPR_COD,"Recurrent major depressive episodes, in full remission",1,DEPR_COD,"Recurrent major depressive episodes, in full remission",1,DEPR_COD,"Recurrent major depressive episodes, in full remission",1,DEPR_COD,"Recurrent major depressive episodes, in full remission",1
E1137,DEPR_COD,Recurrent depression,1,DEPR_COD,Recurrent depression,1,DEPR_COD,Recurrent depression,1,DEPR_COD,Recurrent depression,1,DEPR_COD,Recurrent depression,1,DEPR_COD,Recurrent depression,1
E113z,DEPR_COD,Recurrent major depressive episode NOS,1,DEPR_COD,Recurrent major depressive episode NOS,1,DEPR_COD,Recurrent major depressive episode NOS,1,DEPR_COD,Recurrent major depressive episode NOS,1,DEPR_COD,Recurrent major depressive episode NOS,1,DEPR_COD,Recurrent major depressive episode NOS,1
E118.,DEPR_COD,Seasonal affective disorder,1,NA,NA,NA,DEPR_COD,Seasonal affective disorder,1,NA,NA,NA,DEPR_COD,Seasonal affective disorder,1,NA,NA,NA
E11y2,DEPR_COD,Atypical depressive disorder,1,DEPR_COD,Atypical depressive disorder,1,DEPR_COD,Atypical depressive disorder,1,DEPR_COD,Atypical depressive disorder,1,DEPR_COD,Atypical depressive disorder,1,DEPR_COD,Atypical depressive disorder,1
E11z2,DEPR_COD,Masked depression,1,NA,NA,NA,DEPR_COD,Masked depression,1,NA,NA,NA,DEPR_COD,Masked depression,1,NA,NA,NA
E130.,DEPR_COD,Reactive depressive psychosis,1,DEPR_COD,Reactive depressive psychosis,1,DEPR_COD,Reactive depressive psychosis,1,DEPR_COD,Reactive depressive psychosis,1,DEPR_COD,Reactive depressive psychosis,1,DEPR_COD,Reactive depressive psychosis,1
E135.,DEPR_COD,Agitated depression,1,NA,NA,NA,DEPR_COD,Agitated depression,1,NA,NA,NA,DEPR_COD,Agitated depression,1,NA,NA,NA
E2003,DEPR_COD,Anxiety with depression,1,NA,NA,NA,DEPR_COD,Anxiety with depression,1,NA,NA,NA,DEPR_COD,Anxiety with depression,1,NA,NA,NA
E291.,DEPR_COD,Prolonged depressive reaction,1,NA,NA,NA,DEPR_COD,Prolonged depressive reaction,1,NA,NA,NA,DEPR_COD,Prolonged depressive reaction,1,NA,NA,NA
E2B..,DEPR_COD,Depressive disorder NEC,1,DEPR_COD,Depressive disorder NEC,1,DEPR_COD,Depressive disorder NEC,1,DEPR_COD,Depressive disorder NEC,1,DEPR_COD,Depressive disorder NEC,1,DEPR_COD,Depressive disorder NEC,1
E2B1.,DEPR_COD,Chronic depression,1,DEPR_COD,Chronic depression,1,DEPR_COD,Chronic depression,1,DEPR_COD,Chronic depression,1,DEPR_COD,Chronic depression,1,DEPR_COD,Chronic depression,1
Eu204,DEPR_COD,[X]Post-schizophrenic depression,1,NA,NA,NA,DEPR_COD,[X]Post-schizophrenic depression,1,NA,NA,NA,DEPR_COD,[X]Post-schizophrenic depression,1,NA,NA,NA
Eu251,DEPR_COD,"[X]Schizoaffective disorder, depressive type",1,NA,NA,NA,DEPR_COD,"[X]Schizoaffective disorder, depressive type",1,NA,NA,NA,DEPR_COD,"[X]Schizoaffective disorder, depressive type",1,NA,NA,NA
Eu32.,DEPR_COD,[X]Depressive episode,1,NA,NA,NA,DEPR_COD,[X]Depressive episode,1,NA,NA,NA,DEPR_COD,[X]Depressive episode,1,NA,NA,NA
Eu320,DEPR_COD,[X]Mild depressive episode,1,DEPR_COD,[X]Mild depressive episode,1,DEPR_COD,[X]Mild depressive episode,1,DEPR_COD,[X]Mild depressive episode,1,DEPR_COD,[X]Mild depressive episode,1,DEPR_COD,[X]Mild depressive episode,1
Eu321,DEPR_COD,[X]Moderate depressive episode,1,DEPR_COD,[X]Moderate depressive episode,1,DEPR_COD,[X]Moderate depressive episode,1,DEPR_COD,[X]Moderate depressive episode,1,DEPR_COD,[X]Moderate depressive episode,1,DEPR_COD,[X]Moderate depressive episode,1
Eu322,DEPR_COD,[X]Severe depressive episode without psychotic symptoms,1,DEPR_COD,[X] Severe depressive episode without psychotic symptoms: (& [single episode agitated depression] or [single episode major depression] or [single episode vital depression]),1,DEPR_COD,[X]Severe depressive episode without psychotic symptoms,1,DEPR_COD,[X] Severe depressive episode without psychotic symptoms: (& [single episode agitated depression] or [single episode major depression] or [single episode vital depression]),1,DEPR_COD,[X]Severe depressive episode without psychotic symptoms,1,DEPR_COD,[X] Severe depressive episode without psychotic symptoms: (& [single episode agitated depression] or [single episode major depression] or [single episode vital depression]),1
Eu323,DEPR_COD,[X]Severe depressive episode with psychotic symptoms,1,DEPR_COD,[X] Severe depressive episode with psychotic symptoms: (& single episode of [major depression] or [psychogenic depressive psychosis] or [psychotic depression] or [reactive depressive psychosis]),1,DEPR_COD,[X]Severe depressive episode with psychotic symptoms,1,DEPR_COD,[X] Severe depressive episode with psychotic symptoms: (& single episode of [major depression] or [psychogenic depressive psychosis] or [psychotic depression] or [reactive depressive psychosis]),1,DEPR_COD,[X]Severe depressive episode with psychotic symptoms,1,DEPR_COD,[X] Severe depressive episode with psychotic symptoms: (& single episode of [major depression] or [psychogenic depressive psychosis] or [psychotic depression] or [reactive depressive psychosis]),1
Eu324,DEPR_COD,[X]Mild depression,1,NA,NA,NA,DEPR_COD,[X]Mild depression,1,NA,NA,NA,DEPR_COD,[X]Mild depression,1,NA,NA,NA
Eu325,DEPR_COD,"[X]Major depression, mild",1,NA,NA,NA,DEPR_COD,"[X]Major depression, mild",1,NA,NA,NA,DEPR_COD,"[X]Major depression, mild",1,NA,NA,NA
Eu326,DEPR_COD,"[X]Major depression, moderately severe",1,NA,NA,NA,DEPR_COD,"[X]Major depression, moderately severe",1,NA,NA,NA,DEPR_COD,"[X]Major depression, moderately severe",1,NA,NA,NA
